target_acc,taxid,Base_Species_TaxID,Species_Name
PDT002145572.1,470,470,Acinetobacter baumannii
PDT001961347.1,470,470,Acinetobacter baumannii
PDT000156240.1,470,470,Acinetobacter baumannii
PDT002345907.1,470,470,Acinetobacter baumannii
PDT000606194.1,470,470,Acinetobacter baumannii
PDT000135536.1,470,470,Acinetobacter baumannii
PDT001750695.1,470,470,Acinetobacter baumannii
PDT000662286.1,470,470,Acinetobacter baumannii
PDT001097548.1,470,470,Acinetobacter baumannii
PDT002239496.1,470,470,Acinetobacter baumannii
PDT001383232.1,470,470,Acinetobacter baumannii
PDT002131217.1,470,470,Acinetobacter baumannii
PDT000887670.2,470,470,Acinetobacter baumannii
PDT000134669.1,470,470,Acinetobacter baumannii
PDT001231308.1,470,470,Acinetobacter baumannii
PDT001231299.1,470,470,Acinetobacter baumannii
PDT001947800.1,470,470,Acinetobacter baumannii
PDT001096661.1,470,470,Acinetobacter baumannii
PDT000418762.2,470,470,Acinetobacter baumannii
PDT000863638.1,470,470,Acinetobacter baumannii
PDT001193438.1,470,470,Acinetobacter baumannii
PDT000632544.1,470,470,Acinetobacter baumannii
PDT001961302.1,470,470,Acinetobacter baumannii
PDT002164573.1,470,470,Acinetobacter baumannii
PDT001593395.1,470,470,Acinetobacter baumannii
PDT000747465.1,470,470,Acinetobacter baumannii
PDT002050915.1,470,470,Acinetobacter baumannii
PDT001488358.1,470,470,Acinetobacter baumannii
PDT000354334.1,470,470,Acinetobacter baumannii
PDT000547366.1,470,470,Acinetobacter baumannii
PDT001957265.1,470,470,Acinetobacter baumannii
PDT002145413.1,470,470,Acinetobacter baumannii
PDT000152748.2,470,470,Acinetobacter baumannii
PDT000418767.1,470,470,Acinetobacter baumannii
PDT001135379.1,470,470,Acinetobacter baumannii
PDT001283711.1,470,470,Acinetobacter baumannii
PDT001491574.1,470,470,Acinetobacter baumannii
PDT001135386.1,470,470,Acinetobacter baumannii
PDT000023471.1,1310555,470,Acinetobacter baumannii
PDT000659449.1,470,470,Acinetobacter baumannii
PDT001852626.2,470,470,Acinetobacter baumannii
PDT002113357.1,470,470,Acinetobacter baumannii
PDT001955160.2,470,470,Acinetobacter baumannii
PDT001193309.1,470,470,Acinetobacter baumannii
PDT002072189.1,470,470,Acinetobacter baumannii
PDT001469772.1,470,470,Acinetobacter baumannii
PDT002049307.1,470,470,Acinetobacter baumannii
PDT001231394.1,470,470,Acinetobacter baumannii
PDT001287774.3,470,470,Acinetobacter baumannii
PDT000359885.1,470,470,Acinetobacter baumannii
PDT002141996.1,470,470,Acinetobacter baumannii
PDT002313741.1,470,470,Acinetobacter baumannii
PDT001278512.1,470,470,Acinetobacter baumannii
PDT001419972.3,470,470,Acinetobacter baumannii
PDT001965175.1,470,470,Acinetobacter baumannii
PDT001506277.1,470,470,Acinetobacter baumannii
PDT000441525.1,470,470,Acinetobacter baumannii
PDT000441502.1,470,470,Acinetobacter baumannii
PDT001899141.1,470,470,Acinetobacter baumannii
PDT000132523.1,470,470,Acinetobacter baumannii
PDT001580169.1,470,470,Acinetobacter baumannii
PDT001010856.1,470,470,Acinetobacter baumannii
PDT000024620.1,1311016,470,Acinetobacter baumannii
PDT002263270.1,470,470,Acinetobacter baumannii
PDT001615310.3,470,470,Acinetobacter baumannii
PDT001957277.1,470,470,Acinetobacter baumannii
PDT001923503.2,470,470,Acinetobacter baumannii
PDT000029909.1,1310830,470,Acinetobacter baumannii
PDT002184131.1,470,470,Acinetobacter baumannii
PDT001278508.1,470,470,Acinetobacter baumannii
PDT001435660.1,470,470,Acinetobacter baumannii
PDT001482539.3,470,470,Acinetobacter baumannii
PDT000209488.1,470,470,Acinetobacter baumannii
PDT000071256.1,470,470,Acinetobacter baumannii
PDT001771480.1,470,470,Acinetobacter baumannii
PDT000113595.2,470,470,Acinetobacter baumannii
PDT001231428.1,470,470,Acinetobacter baumannii
PDT001292384.1,470,470,Acinetobacter baumannii
PDT000191271.1,470,470,Acinetobacter baumannii
PDT001756243.2,470,470,Acinetobacter baumannii
PDT000135531.1,470,470,Acinetobacter baumannii
PDT001445194.1,470,470,Acinetobacter baumannii
PDT001505661.1,470,470,Acinetobacter baumannii
PDT000932666.3,470,470,Acinetobacter baumannii
PDT002126531.1,470,470,Acinetobacter baumannii
PDT001858369.2,470,470,Acinetobacter baumannii
PDT001371125.1,470,470,Acinetobacter baumannii
PDT002126489.1,470,470,Acinetobacter baumannii
PDT001382796.1,470,470,Acinetobacter baumannii
PDT000821599.3,470,470,Acinetobacter baumannii
PDT002126247.1,470,470,Acinetobacter baumannii
PDT001740928.2,470,470,Acinetobacter baumannii
PDT001065594.1,470,470,Acinetobacter baumannii
PDT001491526.1,470,470,Acinetobacter baumannii
PDT001845281.2,470,470,Acinetobacter baumannii
PDT001383067.1,470,470,Acinetobacter baumannii
PDT001993125.2,470,470,Acinetobacter baumannii
PDT001465500.1,470,470,Acinetobacter baumannii
PDT001280220.1,470,470,Acinetobacter baumannii
PDT001283702.1,470,470,Acinetobacter baumannii
PDT000011295.2,1221266,470,Acinetobacter baumannii
PDT000662351.1,470,470,Acinetobacter baumannii
PDT000714351.1,470,470,Acinetobacter baumannii
PDT002390680.1,470,470,Acinetobacter baumannii
PDT000968702.3,470,470,Acinetobacter baumannii
PDT001676942.1,470,470,Acinetobacter baumannii
PDT000868646.3,470,470,Acinetobacter baumannii
PDT001383075.1,470,470,Acinetobacter baumannii
PDT001436833.1,470,470,Acinetobacter baumannii
PDT002025978.1,470,470,Acinetobacter baumannii
PDT000659464.1,470,470,Acinetobacter baumannii
PDT002129969.1,470,470,Acinetobacter baumannii
PDT000633019.1,470,470,Acinetobacter baumannii
PDT002069398.1,470,470,Acinetobacter baumannii
PDT002126574.1,470,470,Acinetobacter baumannii
PDT001664180.3,470,470,Acinetobacter baumannii
PDT001898918.1,470,470,Acinetobacter baumannii
PDT001766056.1,470,470,Acinetobacter baumannii
PDT002077330.1,470,470,Acinetobacter baumannii
PDT001776383.1,470,470,Acinetobacter baumannii
PDT001505995.1,470,470,Acinetobacter baumannii
PDT000746080.1,470,470,Acinetobacter baumannii
PDT002159219.1,470,470,Acinetobacter baumannii
PDT000114218.2,470,470,Acinetobacter baumannii
PDT001218774.1,470,470,Acinetobacter baumannii
PDT001231505.3,470,470,Acinetobacter baumannii
PDT000733225.3,470,470,Acinetobacter baumannii
PDT001377726.3,470,470,Acinetobacter baumannii
PDT001218656.1,470,470,Acinetobacter baumannii
PDT000821575.3,470,470,Acinetobacter baumannii
PDT000107129.2,470,470,Acinetobacter baumannii
PDT000888453.1,470,470,Acinetobacter baumannii
PDT000751440.1,470,470,Acinetobacter baumannii
PDT001695737.1,470,470,Acinetobacter baumannii
PDT002126530.1,470,470,Acinetobacter baumannii
PDT001382783.1,470,470,Acinetobacter baumannii
PDT001382791.1,470,470,Acinetobacter baumannii
PDT001603065.1,470,470,Acinetobacter baumannii
PDT000751426.1,470,470,Acinetobacter baumannii
PDT001593114.1,470,470,Acinetobacter baumannii
PDT001469583.1,470,470,Acinetobacter baumannii
PDT001325848.1,470,470,Acinetobacter baumannii
PDT000111416.2,470,470,Acinetobacter baumannii
PDT001488337.1,470,470,Acinetobacter baumannii
PDT001218679.1,470,470,Acinetobacter baumannii
PDT001955660.1,470,470,Acinetobacter baumannii
PDT001250755.1,470,470,Acinetobacter baumannii
PDT000746852.1,470,470,Acinetobacter baumannii
PDT001071622.3,470,470,Acinetobacter baumannii
PDT001218632.1,470,470,Acinetobacter baumannii
PDT001147071.1,470,470,Acinetobacter baumannii
PDT002059543.1,470,470,Acinetobacter baumannii
PDT002384000.1,470,470,Acinetobacter baumannii
PDT002154446.1,470,470,Acinetobacter baumannii
PDT002057863.1,470,470,Acinetobacter baumannii
PDT000207258.1,470,470,Acinetobacter baumannii
PDT001287779.3,470,470,Acinetobacter baumannii
PDT001207820.3,470,470,Acinetobacter baumannii
PDT001149692.3,470,470,Acinetobacter baumannii
PDT000733205.3,470,470,Acinetobacter baumannii
PDT002263259.1,470,470,Acinetobacter baumannii
PDT002173163.1,470,470,Acinetobacter baumannii
PDT001695717.1,470,470,Acinetobacter baumannii
PDT002094415.1,470,470,Acinetobacter baumannii
PDT002179631.1,470,470,Acinetobacter baumannii
PDT001814589.2,470,470,Acinetobacter baumannii
PDT001443633.1,470,470,Acinetobacter baumannii
PDT002359097.1,470,470,Acinetobacter baumannii
PDT000354310.1,470,470,Acinetobacter baumannii
PDT000837978.1,470,470,Acinetobacter baumannii
PDT002097982.1,470,470,Acinetobacter baumannii
PDT001707487.3,470,470,Acinetobacter baumannii
PDT001325729.1,470,470,Acinetobacter baumannii
PDT002187349.1,470,470,Acinetobacter baumannii
PDT001325853.1,470,470,Acinetobacter baumannii
PDT001456850.3,470,470,Acinetobacter baumannii
PDT000173837.2,470,470,Acinetobacter baumannii
PDT001135342.1,470,470,Acinetobacter baumannii
PDT001435619.1,470,470,Acinetobacter baumannii
PDT000152742.2,470,470,Acinetobacter baumannii
PDT001506367.1,470,470,Acinetobacter baumannii
PDT000725247.3,470,470,Acinetobacter baumannii
PDT000102168.1,470,470,Acinetobacter baumannii
PDT001377731.1,470,470,Acinetobacter baumannii
PDT001602926.1,470,470,Acinetobacter baumannii
PDT000526387.1,470,470,Acinetobacter baumannii
PDT001648398.3,470,470,Acinetobacter baumannii
PDT001595084.1,470,470,Acinetobacter baumannii
PDT002217054.1,470,470,Acinetobacter baumannii
PDT001603151.1,470,470,Acinetobacter baumannii
PDT001538529.1,470,470,Acinetobacter baumannii
PDT002239536.1,470,470,Acinetobacter baumannii
PDT001888422.2,470,470,Acinetobacter baumannii
PDT002059545.1,470,470,Acinetobacter baumannii
PDT002059787.1,470,470,Acinetobacter baumannii
PDT001336286.1,470,470,Acinetobacter baumannii
PDT002161988.1,470,470,Acinetobacter baumannii
PDT000418786.1,470,470,Acinetobacter baumannii
PDT000746510.1,470,470,Acinetobacter baumannii
PDT001645647.3,470,470,Acinetobacter baumannii
PDT000092733.1,470,470,Acinetobacter baumannii
PDT000744616.1,470,470,Acinetobacter baumannii
PDT002349339.1,470,470,Acinetobacter baumannii
PDT000799646.3,470,470,Acinetobacter baumannii
PDT002026699.1,470,470,Acinetobacter baumannii
PDT002072462.1,470,470,Acinetobacter baumannii
PDT001456641.3,470,470,Acinetobacter baumannii
PDT002062692.1,470,470,Acinetobacter baumannii
PDT002134024.1,470,470,Acinetobacter baumannii
PDT000115284.2,470,470,Acinetobacter baumannii
PDT000173801.3,470,470,Acinetobacter baumannii
PDT000733218.3,470,470,Acinetobacter baumannii
PDT001149690.3,470,470,Acinetobacter baumannii
PDT001210544.3,470,470,Acinetobacter baumannii
PDT001237497.3,470,470,Acinetobacter baumannii
PDT001506082.1,470,470,Acinetobacter baumannii
PDT002247454.1,470,470,Acinetobacter baumannii
PDT002062693.1,470,470,Acinetobacter baumannii
PDT001860339.1,470,470,Acinetobacter baumannii
PDT001187992.1,470,470,Acinetobacter baumannii
PDT001292981.3,470,470,Acinetobacter baumannii
PDT000023459.1,1310589,470,Acinetobacter baumannii
PDT001200507.1,470,470,Acinetobacter baumannii
PDT000429855.1,470,470,Acinetobacter baumannii
PDT001780315.2,470,470,Acinetobacter baumannii
PDT001962668.2,470,470,Acinetobacter baumannii
PDT001795319.1,470,470,Acinetobacter baumannii
PDT002316098.1,470,470,Acinetobacter baumannii
PDT001526438.3,470,470,Acinetobacter baumannii
PDT000092704.1,470,470,Acinetobacter baumannii
PDT002345870.1,470,470,Acinetobacter baumannii
PDT000659808.1,470,470,Acinetobacter baumannii
PDT000746058.1,470,470,Acinetobacter baumannii
PDT000114324.2,470,470,Acinetobacter baumannii
PDT001866877.1,470,470,Acinetobacter baumannii
PDT001383138.1,470,470,Acinetobacter baumannii
PDT001233315.3,470,470,Acinetobacter baumannii
PDT000887562.1,470,470,Acinetobacter baumannii
PDT001280867.3,470,470,Acinetobacter baumannii
PDT000134725.1,470,470,Acinetobacter baumannii
PDT002326051.1,470,470,Acinetobacter baumannii
PDT001132214.3,470,470,Acinetobacter baumannii
PDT002247684.1,470,470,Acinetobacter baumannii
PDT001310046.1,470,470,Acinetobacter baumannii
PDT000745615.1,470,470,Acinetobacter baumannii
PDT001505719.1,470,470,Acinetobacter baumannii
PDT000632508.1,470,470,Acinetobacter baumannii
PDT002247663.1,470,470,Acinetobacter baumannii
PDT001887812.1,470,470,Acinetobacter baumannii
PDT001250760.1,470,470,Acinetobacter baumannii
PDT000945240.2,470,470,Acinetobacter baumannii
PDT001135271.1,470,470,Acinetobacter baumannii
PDT001766150.1,470,470,Acinetobacter baumannii
PDT001456738.3,470,470,Acinetobacter baumannii
PDT000342108.2,470,470,Acinetobacter baumannii
PDT002247661.1,470,470,Acinetobacter baumannii
PDT000135485.1,470,470,Acinetobacter baumannii
PDT001736282.1,470,470,Acinetobacter baumannii
PDT001662653.3,470,470,Acinetobacter baumannii
PDT002337427.1,470,470,Acinetobacter baumannii
PDT002255285.1,470,470,Acinetobacter baumannii
PDT001409604.3,470,470,Acinetobacter baumannii
PDT001426523.1,470,470,Acinetobacter baumannii
PDT001506105.1,470,470,Acinetobacter baumannii
PDT000424052.1,470,470,Acinetobacter baumannii
PDT001321060.1,470,470,Acinetobacter baumannii
PDT000893253.3,470,470,Acinetobacter baumannii
PDT001580373.1,470,470,Acinetobacter baumannii
PDT002349326.1,470,470,Acinetobacter baumannii
PDT000746491.1,470,470,Acinetobacter baumannii
PDT001370968.3,470,470,Acinetobacter baumannii
PDT000162422.2,470,470,Acinetobacter baumannii
PDT001495979.1,470,470,Acinetobacter baumannii
PDT001187844.3,470,470,Acinetobacter baumannii
PDT000156139.1,470,470,Acinetobacter baumannii
PDT001420031.3,470,470,Acinetobacter baumannii
PDT001506404.1,470,470,Acinetobacter baumannii
PDT000114700.2,470,470,Acinetobacter baumannii
PDT000633055.1,470,470,Acinetobacter baumannii
PDT001143371.3,470,470,Acinetobacter baumannii
PDT002134251.1,470,470,Acinetobacter baumannii
PDT001231270.1,470,470,Acinetobacter baumannii
PDT000011285.2,1221256,470,Acinetobacter baumannii
PDT001398897.1,470,470,Acinetobacter baumannii
PDT001046085.3,470,470,Acinetobacter baumannii
PDT001771471.1,470,470,Acinetobacter baumannii
PDT001257302.3,470,470,Acinetobacter baumannii
PDT000417686.1,470,470,Acinetobacter baumannii
PDT000837922.1,470,470,Acinetobacter baumannii
PDT000209495.1,470,470,Acinetobacter baumannii
PDT002349338.1,470,470,Acinetobacter baumannii
PDT000491126.2,470,470,Acinetobacter baumannii
PDT001362953.1,470,470,Acinetobacter baumannii
PDT002035958.1,470,470,Acinetobacter baumannii
PDT001312765.1,470,470,Acinetobacter baumannii
PDT001506444.1,470,470,Acinetobacter baumannii
PDT000929014.1,470,470,Acinetobacter baumannii
PDT000712197.1,470,470,Acinetobacter baumannii
PDT001739616.2,470,470,Acinetobacter baumannii
PDT001506011.1,470,470,Acinetobacter baumannii
PDT000897553.3,470,470,Acinetobacter baumannii
PDT002303155.1,470,470,Acinetobacter baumannii
PDT001583346.1,470,470,Acinetobacter baumannii
PDT001362929.1,470,470,Acinetobacter baumannii
PDT001469710.1,470,470,Acinetobacter baumannii
PDT002126482.1,470,470,Acinetobacter baumannii
PDT001552188.3,470,470,Acinetobacter baumannii
PDT002152091.1,470,470,Acinetobacter baumannii
PDT001178250.3,470,470,Acinetobacter baumannii
PDT000105929.1,1431338,470,Acinetobacter baumannii
PDT001276601.1,470,470,Acinetobacter baumannii
PDT000605711.1,470,470,Acinetobacter baumannii
PDT001283724.1,470,470,Acinetobacter baumannii
PDT001257338.3,470,470,Acinetobacter baumannii
PDT001663059.1,470,470,Acinetobacter baumannii
PDT001420027.3,470,470,Acinetobacter baumannii
PDT002314335.1,470,470,Acinetobacter baumannii
PDT000290028.1,470,470,Acinetobacter baumannii
PDT002146053.1,470,470,Acinetobacter baumannii
PDT000685924.1,470,470,Acinetobacter baumannii
PDT001383204.1,470,470,Acinetobacter baumannii
PDT002065522.1,470,470,Acinetobacter baumannii
PDT000417645.1,470,470,Acinetobacter baumannii
PDT001992997.2,470,470,Acinetobacter baumannii
PDT001505642.1,470,470,Acinetobacter baumannii
PDT000209552.1,470,470,Acinetobacter baumannii
PDT001200345.1,470,470,Acinetobacter baumannii
PDT000023785.1,1310781,470,Acinetobacter baumannii
PDT002276698.1,470,470,Acinetobacter baumannii
PDT002187402.1,470,470,Acinetobacter baumannii
PDT001093904.1,470,470,Acinetobacter baumannii
PDT001688611.1,470,470,Acinetobacter baumannii
PDT000633551.1,470,470,Acinetobacter baumannii
PDT001135192.1,470,470,Acinetobacter baumannii
PDT001689424.3,470,470,Acinetobacter baumannii
PDT000441529.1,470,470,Acinetobacter baumannii
PDT001135311.1,470,470,Acinetobacter baumannii
PDT002126845.1,470,470,Acinetobacter baumannii
PDT002247763.1,470,470,Acinetobacter baumannii
PDT000418809.1,470,470,Acinetobacter baumannii
PDT001483309.3,470,470,Acinetobacter baumannii
PDT001957292.1,470,470,Acinetobacter baumannii
PDT002036511.1,470,470,Acinetobacter baumannii
PDT002313746.1,470,470,Acinetobacter baumannii
PDT001957213.1,470,470,Acinetobacter baumannii
PDT002100450.1,470,470,Acinetobacter baumannii
PDT001106472.3,470,470,Acinetobacter baumannii
PDT001505652.1,470,470,Acinetobacter baumannii
PDT000342227.2,470,470,Acinetobacter baumannii
PDT002247571.1,470,470,Acinetobacter baumannii
PDT000928451.3,470,470,Acinetobacter baumannii
PDT001952744.1,470,470,Acinetobacter baumannii
PDT000289196.1,470,470,Acinetobacter baumannii
PDT001957169.1,470,470,Acinetobacter baumannii
PDT001283679.1,470,470,Acinetobacter baumannii
PDT001218616.1,470,470,Acinetobacter baumannii
PDT000633336.1,470,470,Acinetobacter baumannii
PDT002134250.1,470,470,Acinetobacter baumannii
PDT001362936.1,470,470,Acinetobacter baumannii
PDT001106414.3,470,470,Acinetobacter baumannii
PDT001159254.3,470,470,Acinetobacter baumannii
PDT001645623.3,470,470,Acinetobacter baumannii
PDT000104538.1,470,470,Acinetobacter baumannii
PDT000985292.3,470,470,Acinetobacter baumannii
PDT001766159.1,470,470,Acinetobacter baumannii
PDT000941522.1,470,470,Acinetobacter baumannii
PDT001194543.1,470,470,Acinetobacter baumannii
PDT000866369.1,470,470,Acinetobacter baumannii
PDT000290016.1,470,470,Acinetobacter baumannii
PDT001609330.3,470,470,Acinetobacter baumannii
PDT001253196.4,470,470,Acinetobacter baumannii
PDT002059570.1,470,470,Acinetobacter baumannii
PDT001115024.1,470,470,Acinetobacter baumannii
PDT000932749.1,470,470,Acinetobacter baumannii
PDT001420037.3,470,470,Acinetobacter baumannii
PDT001846995.1,470,470,Acinetobacter baumannii
PDT001787968.2,470,470,Acinetobacter baumannii
PDT001114953.1,470,470,Acinetobacter baumannii
PDT002026708.1,470,470,Acinetobacter baumannii
PDT001707519.3,470,470,Acinetobacter baumannii
PDT000207263.1,470,470,Acinetobacter baumannii
PDT002017584.1,470,470,Acinetobacter baumannii
PDT001771515.1,470,470,Acinetobacter baumannii
PDT001538574.1,470,470,Acinetobacter baumannii
PDT000442484.1,470,470,Acinetobacter baumannii
PDT000441463.1,470,470,Acinetobacter baumannii
PDT000659392.1,470,470,Acinetobacter baumannii
PDT002154198.1,470,470,Acinetobacter baumannii
PDT002241438.1,470,470,Acinetobacter baumannii
PDT001766052.1,470,470,Acinetobacter baumannii
PDT000354324.1,470,470,Acinetobacter baumannii
PDT001538578.1,470,470,Acinetobacter baumannii
PDT001287046.3,470,470,Acinetobacter baumannii
PDT001377885.2,470,470,Acinetobacter baumannii
PDT000173344.1,470,470,Acinetobacter baumannii
PDT001093817.1,470,470,Acinetobacter baumannii
PDT002145462.1,470,470,Acinetobacter baumannii
PDT001383215.1,470,470,Acinetobacter baumannii
PDT002094348.1,470,470,Acinetobacter baumannii
PDT002126515.1,470,470,Acinetobacter baumannii
PDT001603042.1,470,470,Acinetobacter baumannii
PDT001046050.3,470,470,Acinetobacter baumannii
PDT001874272.1,470,470,Acinetobacter baumannii
PDT000920396.1,470,470,Acinetobacter baumannii
PDT000106927.2,470,470,Acinetobacter baumannii
PDT001766119.1,470,470,Acinetobacter baumannii
PDT001491585.1,470,470,Acinetobacter baumannii
PDT000712217.1,470,470,Acinetobacter baumannii
PDT001151698.3,470,470,Acinetobacter baumannii
PDT001766050.1,470,470,Acinetobacter baumannii
PDT000113169.2,470,470,Acinetobacter baumannii
PDT002131960.1,470,470,Acinetobacter baumannii
PDT002345732.1,470,470,Acinetobacter baumannii
PDT000106833.2,470,470,Acinetobacter baumannii
PDT000152756.2,470,470,Acinetobacter baumannii
PDT001834971.1,470,470,Acinetobacter baumannii
PDT002247760.1,470,470,Acinetobacter baumannii
PDT001502915.1,470,470,Acinetobacter baumannii
PDT001383139.1,470,470,Acinetobacter baumannii
PDT000985264.3,470,470,Acinetobacter baumannii
PDT002247436.1,470,470,Acinetobacter baumannii
PDT001611996.3,470,470,Acinetobacter baumannii
PDT001465492.1,470,470,Acinetobacter baumannii
PDT001577265.1,470,470,Acinetobacter baumannii
PDT002168369.1,470,470,Acinetobacter baumannii
PDT000837929.1,470,470,Acinetobacter baumannii
PDT001898729.1,470,470,Acinetobacter baumannii
PDT001292392.1,470,470,Acinetobacter baumannii
PDT001860346.1,470,470,Acinetobacter baumannii
PDT000746709.1,470,470,Acinetobacter baumannii
PDT002121897.1,470,470,Acinetobacter baumannii
PDT002058836.1,470,470,Acinetobacter baumannii
PDT000980435.1,470,470,Acinetobacter baumannii
PDT002325545.1,470,470,Acinetobacter baumannii
PDT000417624.1,470,470,Acinetobacter baumannii
PDT001484624.1,470,470,Acinetobacter baumannii
PDT001456723.3,470,470,Acinetobacter baumannii
PDT001420052.3,470,470,Acinetobacter baumannii
PDT001947791.2,470,470,Acinetobacter baumannii
PDT001275810.3,470,470,Acinetobacter baumannii
PDT000634106.1,470,470,Acinetobacter baumannii
PDT000633364.1,470,470,Acinetobacter baumannii
PDT001971192.1,470,470,Acinetobacter baumannii
PDT002139412.1,470,470,Acinetobacter baumannii
PDT000659791.1,470,470,Acinetobacter baumannii
PDT001159178.3,470,470,Acinetobacter baumannii
PDT001771000.2,470,470,Acinetobacter baumannii
PDT000893039.1,470,470,Acinetobacter baumannii
PDT001151747.3,470,470,Acinetobacter baumannii
PDT002191042.1,470,470,Acinetobacter baumannii
PDT001191800.2,470,470,Acinetobacter baumannii
PDT000648045.1,470,470,Acinetobacter baumannii
PDT001231341.1,470,470,Acinetobacter baumannii
PDT000023949.1,1310923,470,Acinetobacter baumannii
PDT001610240.1,470,470,Acinetobacter baumannii
PDT000711754.1,470,470,Acinetobacter baumannii
PDT000888513.1,470,470,Acinetobacter baumannii
PDT000102154.1,470,470,Acinetobacter baumannii
PDT000968725.3,470,470,Acinetobacter baumannii
PDT000827046.1,470,470,Acinetobacter baumannii
PDT001822658.3,470,470,Acinetobacter baumannii
PDT001229568.3,470,470,Acinetobacter baumannii
PDT001438347.3,470,470,Acinetobacter baumannii
PDT001292978.3,470,470,Acinetobacter baumannii
PDT001270218.3,470,470,Acinetobacter baumannii
PDT001582358.3,470,470,Acinetobacter baumannii
PDT002184124.1,470,470,Acinetobacter baumannii
PDT002140773.1,470,470,Acinetobacter baumannii
PDT000106791.2,470,470,Acinetobacter baumannii
PDT001355211.1,470,470,Acinetobacter baumannii
PDT002324325.1,470,470,Acinetobacter baumannii
PDT002345858.1,470,470,Acinetobacter baumannii
PDT000863599.1,470,470,Acinetobacter baumannii
PDT002170918.1,470,470,Acinetobacter baumannii
PDT001280600.3,470,470,Acinetobacter baumannii
PDT001306639.3,470,470,Acinetobacter baumannii
PDT002026749.1,470,470,Acinetobacter baumannii
PDT001159255.3,470,470,Acinetobacter baumannii
PDT001663562.3,470,470,Acinetobacter baumannii
PDT000750260.1,470,470,Acinetobacter baumannii
PDT000135511.1,470,470,Acinetobacter baumannii
PDT001159506.3,470,470,Acinetobacter baumannii
PDT002369341.1,470,470,Acinetobacter baumannii
PDT001571518.1,470,470,Acinetobacter baumannii
PDT002277007.1,470,470,Acinetobacter baumannii
PDT001435557.1,470,470,Acinetobacter baumannii
PDT001689446.3,470,470,Acinetobacter baumannii
PDT001695739.1,470,470,Acinetobacter baumannii
PDT000298107.1,470,470,Acinetobacter baumannii
PDT002381639.1,470,470,Acinetobacter baumannii
PDT001689474.3,470,470,Acinetobacter baumannii
PDT002026742.1,470,470,Acinetobacter baumannii
PDT001961371.1,470,470,Acinetobacter baumannii
PDT000633051.1,470,470,Acinetobacter baumannii
PDT001135543.1,470,470,Acinetobacter baumannii
PDT000253691.1,470,470,Acinetobacter baumannii
PDT002145445.1,470,470,Acinetobacter baumannii
PDT001873269.1,470,470,Acinetobacter baumannii
PDT000354315.1,470,470,Acinetobacter baumannii
PDT001292451.1,470,470,Acinetobacter baumannii
PDT001580174.1,470,470,Acinetobacter baumannii
PDT001689045.3,470,470,Acinetobacter baumannii
PDT001854727.2,470,470,Acinetobacter baumannii
PDT001001339.3,470,470,Acinetobacter baumannii
PDT002302004.1,470,470,Acinetobacter baumannii
PDT001603335.1,470,470,Acinetobacter baumannii
PDT002345753.1,470,470,Acinetobacter baumannii
PDT001336373.1,470,470,Acinetobacter baumannii
PDT002120178.1,470,470,Acinetobacter baumannii
PDT001609422.3,470,470,Acinetobacter baumannii
PDT000634019.1,470,470,Acinetobacter baumannii
PDT001957234.1,470,470,Acinetobacter baumannii
PDT000424050.1,470,470,Acinetobacter baumannii
PDT000156188.1,470,470,Acinetobacter baumannii
PDT002179593.1,470,470,Acinetobacter baumannii
PDT000837984.1,470,470,Acinetobacter baumannii
PDT000751298.1,470,470,Acinetobacter baumannii
PDT001766203.1,470,470,Acinetobacter baumannii
PDT000568101.1,470,470,Acinetobacter baumannii
PDT001618408.3,470,470,Acinetobacter baumannii
PDT001860326.1,470,470,Acinetobacter baumannii
PDT000745917.1,470,470,Acinetobacter baumannii
PDT000463736.1,470,470,Acinetobacter baumannii
PDT000014385.2,1217647,470,Acinetobacter baumannii
PDT000233340.1,470,470,Acinetobacter baumannii
PDT002187417.1,470,470,Acinetobacter baumannii
PDT001157517.5,470,470,Acinetobacter baumannii
PDT000107149.2,470,470,Acinetobacter baumannii
PDT000046795.3,470,470,Acinetobacter baumannii
PDT000632707.1,470,470,Acinetobacter baumannii
PDT001191124.1,470,470,Acinetobacter baumannii
PDT002046029.1,470,470,Acinetobacter baumannii
PDT002239648.1,470,470,Acinetobacter baumannii
PDT001006867.1,470,470,Acinetobacter baumannii
PDT001296985.3,470,470,Acinetobacter baumannii
PDT001065588.1,470,470,Acinetobacter baumannii
PDT001877206.1,470,470,Acinetobacter baumannii
PDT001157478.6,470,470,Acinetobacter baumannii
PDT001514245.1,470,470,Acinetobacter baumannii
PDT000020327.1,1398969,470,Acinetobacter baumannii
PDT001242762.3,470,470,Acinetobacter baumannii
PDT000729667.1,470,470,Acinetobacter baumannii
PDT001580392.1,470,470,Acinetobacter baumannii
PDT000020320.1,1398984,470,Acinetobacter baumannii
PDT000342154.2,470,470,Acinetobacter baumannii
PDT001019455.3,470,470,Acinetobacter baumannii
PDT000642497.1,470,470,Acinetobacter baumannii
PDT002191005.1,470,470,Acinetobacter baumannii
PDT000354390.1,470,470,Acinetobacter baumannii
PDT000029869.1,1310809,470,Acinetobacter baumannii
PDT000107933.2,470,470,Acinetobacter baumannii
PDT000623236.1,470,470,Acinetobacter baumannii
PDT002187369.1,470,470,Acinetobacter baumannii
PDT000837933.1,470,470,Acinetobacter baumannii
PDT000662295.1,470,470,Acinetobacter baumannii
PDT001956994.1,470,470,Acinetobacter baumannii
PDT000821570.3,470,470,Acinetobacter baumannii
