scientific_name,erd_group,target_acc
Enterobacter cloacae,PDS000076280.1,PDT000893351.1
Enterobacter cloacae,PDS000108217.1,PDT001288781.1
Enterobacter cloacae,PDS000153138.1,PDT001815787.1
Enterobacter cloacae,PDS000040153.1,PDT000424903.1
Enterobacter cloacae,PDS000127269.1,PDT001519561.1
Enterobacter cloacae,PDS000090950.1,PDT001056449.1
Enterobacter cloacae,PDS000105657.1,PDT001245028.1
Enterobacter cloacae,PDS000189093.1,PDT002265235.1
Enterobacter cloacae,PDS000083365.2,PDT000986841.1
Enterobacter cloacae,PDS000096659.1,PDT000929671.1
Enterobacter cloacae,PDS000131676.1,PDT000727122.1
Enterobacter cloacae,PDS000092380.1,PDT001082030.1
Enterobacter cloacae,PDS000174242.1,PDT002081192.1
Enterobacter cloacae,PDS000073360.1,PDT000858334.1
Enterobacter cloacae,PDS000104419.1,PDT001244933.1
Enterobacter cloacae,PDS000190062.1,PDT002277545.1
Enterobacter cloacae,PDS000181029.1,PDT001019301.1
Enterobacter cloacae,PDS000108947.1,PDT001298452.1
Enterobacter cloacae,PDS000115343.1,PDT001385995.1
Enterobacter cloacae,PDS000153140.1,PDT001815792.1
Enterobacter cloacae,PDS000056105.1,PDT000675244.1
Enterobacter cloacae,PDS000092581.1,PDT001083946.1
Enterobacter cloacae,PDS000073356.1,PDT000857742.1
Enterobacter cloacae,PDS000040743.1,PDT000437934.1
Enterobacter cloacae,PDS000063206.1,PDT000746312.1
Enterobacter cloacae,PDS000193237.1,PDT002139501.1
Enterobacter cloacae,PDS000056099.1,PDT000675528.1
Enterobacter cloacae,PDS000079812.1,PDT000943980.1
Enterobacter cloacae,PDS000106368.1,PDT001197741.2
Enterobacter cloacae,PDS000189097.1,PDT002265049.1
Enterobacter cloacae,PDS000112064.1,PDT001345448.1
Enterobacter cloacae,PDS000179452.1,PDT001690797.4
Enterobacter cloacae,PDS000114524.1,PDT001370585.1
Enterobacter cloacae,PDS000075283.1,PDT000881055.1
Enterobacter cloacae,PDS000149107.6,PDT001823739.2
Enterobacter cloacae,PDS000099975.1,PDT001192585.1
Enterobacter cloacae,PDS000049683.1,PDT000570915.1
Enterobacter cloacae,PDS000199179.1,PDT002387572.1
Enterobacter cloacae,PDS000188178.1,PDT002123392.1
Enterobacter cloacae,PDS000074603.1,PDT000870684.1
Enterobacter cloacae,PDS000175689.1,PDT002096729.2
Enterobacter cloacae,PDS000080289.1,PDT000949243.1
Enterobacter cloacae,PDS000175159.3,PDT001079859.4
Enterobacter cloacae,PDS000103766.5,PDT001233335.3
Enterobacter cloacae,PDS000109705.1,PDT001308029.1
Enterobacter cloacae,PDS000104427.1,PDT001243492.1
Enterobacter cloacae,PDS000102274.3,PDT001217218.1
Enterobacter cloacae,PDS000149648.1,PDT001777951.1
Enterobacter cloacae,PDS000091484.3,PDT001071433.1
Enterobacter cloacae,PDS000106968.1,PDT001038459.1
Enterobacter cloacae,PDS000169056.3,PDT002318290.1
Enterobacter cloacae,PDS000119512.1,PDT001273845.1
Enterobacter cloacae,PDS000056109.1,PDT000675149.1
Enterobacter cloacae,PDS000194334.1,PDT002269787.1
Enterobacter cloacae,PDS000109707.1,PDT001308159.1
Enterobacter cloacae,PDS000183457.1,PDT000924972.1
Enterobacter cloacae,PDS000073358.3,PDT000858341.1
Enterobacter cloacae,PDS000073359.1,PDT000858319.1
Enterobacter cloacae,PDS000092147.1,PDT001078532.1
Enterobacter cloacae,PDS000063203.1,PDT000745722.1
Enterobacter cloacae,PDS000178035.1,PDT002047298.1
Enterobacter cloacae,PDS000149649.1,PDT001776308.1
Enterobacter cloacae,PDS000064014.1,PDT000759794.1
Enterobacter cloacae,PDS000143039.1,PDT001706341.1
Enterobacter cloacae,PDS000188875.1,PDT002260712.1
Enterobacter cloacae,PDS000074599.1,PDT000870759.1
Enterobacter cloacae,PDS000179451.1,PDT001163990.4
Enterobacter cloacae,PDS000180522.1,PDT002134067.1
Enterobacter cloacae,PDS000073361.1,PDT000858316.1
Enterobacter cloacae,PDS000084447.1,PDT001003088.1
Enterobacter cloacae,PDS000115356.1,PDT001385930.1
Enterobacter cloacae,PDS000179635.1,PDT002122439.1
Enterobacter cloacae,PDS000052977.1,PDT000620536.1
