scientific_name,erd_group,target_acc,asm_acc
Staphylococcus aureus,PDS000130449.2,PDT001553336.1,
Staphylococcus aureus,PDS000130669.3,PDT001553069.1,GCA_027538045.1
Staphylococcus aureus,PDS000137899.1,PDT001645810.1,
Staphylococcus aureus,PDS000137791.1,PDT001645964.1,
Staphylococcus aureus,PDS000137826.1,PDT001646025.1,
Staphylococcus aureus,PDS000137749.1,PDT001556095.1,GCA_027546445.1
Staphylococcus aureus,PDS000069796.1,PDT000681818.2,GCA_902722845.1
Staphylococcus aureus,PDS000131968.1,PDT001567688.1,
Staphylococcus aureus,PDS000129495.1,PDT001540632.1,GCA_027199645.1
Staphylococcus aureus,PDS000125904.2,PDT001540403.1,GCA_027203245.1
Staphylococcus aureus,PDS000137846.1,PDT001556151.1,GCA_027545325.1
Staphylococcus aureus,PDS000067836.1,PDT000812415.1,
Staphylococcus aureus,PDS000067953.2,PDT001903671.1,GCA_032114395.1
Staphylococcus aureus,PDS000067807.1,PDT000812360.1,
Staphylococcus aureus,PDS000129608.1,PDT001543483.1,GCA_027245745.1
Staphylococcus aureus,PDS000111273.1,PDT001328998.1,GCA_023707225.1
Staphylococcus aureus,PDS000129186.1,PDT001539121.1,GCA_027169285.1
Staphylococcus aureus,PDS000140109.1,PDT001667916.1,GCA_029404775.1
Staphylococcus aureus,PDS000140103.1,PDT001667951.1,GCA_029404235.1
Staphylococcus aureus,PDS000142528.4,PDT002105286.1,GCA_037076515.1
Staphylococcus aureus,PDS000180458.1,PDT002131579.1,
Staphylococcus aureus,PDS000173539.1,PDT002073638.1,
Staphylococcus aureus,PDS000069071.1,PDT000083689.2,GCA_001287605.1
Staphylococcus aureus,PDS000126741.1,PDT001511073.1,GCA_026642775.1
Staphylococcus aureus,PDS000126687.1,PDT001511190.1,GCA_026640015.1
Staphylococcus aureus,PDS000126700.1,PDT000772743.2,GCA_903798865.1
Staphylococcus aureus,PDS000067901.1,PDT000811526.1,GCA_015579155.1
Staphylococcus aureus,PDS000136372.2,PDT000601438.2,GCA_008763405.1
Staphylococcus aureus,PDS000128175.1,PDT001529109.1,GCA_026940455.1
Staphylococcus aureus,PDS000128212.1,PDT001528992.1,GCA_026941695.1
Staphylococcus aureus,PDS000069384.1,PDT000790651.2,GCA_903805565.1
Staphylococcus aureus,PDS000069489.1,PDT000772349.2,GCA_903811495.1
Staphylococcus aureus,PDS000069482.1,PDT000772399.2,GCA_903812005.1
Staphylococcus aureus,PDS000129996.1,PDT000080191.2,GCA_001227965.1
Staphylococcus aureus,PDS000130999.1,PDT001557111.1,
Staphylococcus aureus,PDS000134239.1,PDT001589714.1,
Staphylococcus aureus,PDS000074418.4,PDT001550722.1,
Staphylococcus aureus,PDS000127527.1,PDT001523591.1,GCA_026853715.1
Staphylococcus aureus,PDS000146550.1,PDT001739224.1,
Staphylococcus aureus,PDS000128545.1,PDT001533439.1,GCA_027111675.1
Staphylococcus aureus,PDS000127869.2,PDT001574277.1,
Staphylococcus aureus,PDS000133197.1,PDT001574314.1,
Staphylococcus aureus,PDS000127803.2,PDT001525876.1,
Staphylococcus aureus,PDS000099725.2,PDT001700425.1,GCA_030884025.1
Staphylococcus aureus,PDS000129192.1,PDT001539292.1,
Staphylococcus aureus,PDS000143867.1,PDT001710650.1,
Staphylococcus aureus,PDS000143866.1,PDT001710521.1,
Staphylococcus aureus,PDS000143931.1,PDT001710370.1,
Staphylococcus aureus,PDS000143912.1,PDT001710737.1,
Staphylococcus aureus,PDS000143859.1,PDT001710245.1,
Staphylococcus aureus,PDS000143933.1,PDT001710364.1,
Staphylococcus aureus,PDS000143920.1,PDT001710790.1,
Staphylococcus aureus,PDS000134445.1,PDT001590751.1,
Staphylococcus aureus,PDS000111794.1,PDT001337346.1,
Staphylococcus aureus,PDS000112198.1,PDT001344825.1,
Staphylococcus aureus,PDS000111802.1,PDT001337386.1,
Staphylococcus aureus,PDS000111796.1,PDT001337400.1,
Staphylococcus aureus,PDS000111915.1,PDT001337390.1,
Staphylococcus aureus,PDS000135413.1,PDT001600581.1,GCA_028426165.1
Staphylococcus aureus,PDS000126494.1,PDT001510200.1,
Staphylococcus aureus,PDS000069273.6,PDT000428026.2,GCA_900635245.1
Staphylococcus aureus,PDS000128097.1,PDT000284325.2,GCA_900250765.1
Staphylococcus aureus,PDS000131007.1,PDT001557242.1,GCA_027606975.1
Staphylococcus aureus,PDS000130973.1,PDT001557332.1,GCA_027597235.1
Staphylococcus aureus,PDS000136152.1,PDT001608465.1,GCA_028535185.1
Staphylococcus aureus,PDS000146553.1,PDT001528224.1,
Staphylococcus aureus,PDS000129845.1,PDT001544692.1,
Staphylococcus aureus,PDS000129830.1,PDT001544776.1,
Staphylococcus aureus,PDS000129795.1,PDT001544814.1,
Staphylococcus aureus,PDS000161540.1,PDT001563340.1,GCA_027651845.1
Staphylococcus aureus,PDS000141864.1,PDT001688744.1,GCA_029724935.1
Staphylococcus aureus,PDS000142421.1,PDT001694351.1,GCA_030906625.1
Staphylococcus aureus,PDS000129465.1,PDT001539813.1,
Staphylococcus aureus,PDS000067993.2,PDT000810506.1,
Staphylococcus aureus,PDS000083967.5,PDT001540080.1,
Staphylococcus aureus,PDS000130756.3,PDT001591040.1,
Staphylococcus aureus,PDS000134437.1,PDT001591115.1,
Staphylococcus aureus,PDS000153847.1,PDT001606464.1,GCA_029680765.1
Staphylococcus aureus,PDS000153845.1,PDT001825024.1,GCA_032396105.1
Staphylococcus aureus,PDS000153838.1,PDT001824959.1,GCA_032397565.1
Staphylococcus aureus,PDS000133246.1,PDT001098058.1,
Staphylococcus aureus,PDS000165860.1,PDT001975967.1,GCA_033564915.1
Staphylococcus aureus,PDS000165944.1,PDT001977013.1,GCA_033525575.1
Staphylococcus aureus,PDS000140339.1,PDT001669851.1,GCA_029416755.1
Staphylococcus aureus,PDS000170251.1,PDT002031935.1,
Staphylococcus aureus,PDS000178471.2,PDT002032025.1,
Staphylococcus aureus,PDS000154149.2,PDT001720290.1,GCA_029951245.1
Staphylococcus aureus,PDS000128764.3,PDT002032230.1,
Staphylococcus aureus,PDS000170292.1,PDT002032578.1,
Staphylococcus aureus,PDS000154164.1,PDT001720321.1,GCA_029951875.1
Staphylococcus aureus,PDS000161528.1,PDT001914374.1,GCA_032389535.1
Staphylococcus aureus,PDS000160655.2,PDT001914395.1,GCA_032384555.1
Staphylococcus aureus,PDS000164640.1,PDT001961771.1,GCA_033167735.1
Staphylococcus aureus,PDS000130590.2,PDT001553800.1,
Staphylococcus aureus,PDS000112353.7,PDT002033720.1,
Staphylococcus aureus,PDS000170329.1,PDT001510458.2,
Staphylococcus aureus,PDS000189935.6,PDT002334933.1,
Staphylococcus aureus,PDS000132351.1,PDT001571567.1,
Staphylococcus aureus,PDS000132357.1,PDT001571584.1,
Staphylococcus aureus,PDS000126313.1,PDT001507997.1,
Staphylococcus aureus,PDS000069604.1,PDT000070684.2,GCA_001065285.1
Staphylococcus aureus,PDS000068567.2,PDT000476156.2,GCA_004328315.1
Staphylococcus aureus,PDS000127929.2,PDT001527761.1,
Staphylococcus aureus,PDS000068397.1,PDT000049247.2,GCA_000831845.1
Staphylococcus aureus,PDS000186129.1,PDT002217869.1,GCA_040260745.1
Staphylococcus aureus,PDS000069669.3,PDT001527622.1,GCA_026926255.1
Staphylococcus aureus,PDS000127871.1,PDT001527710.1,GCA_026923295.1
Staphylococcus aureus,PDS000069517.3,PDT001539593.1,GCA_027164625.1
Staphylococcus aureus,PDS000129273.1,PDT001539585.1,GCA_027165805.1
Staphylococcus aureus,PDS000069190.3,PDT000819739.1,GCA_014265725.1
Staphylococcus aureus,PDS000125176.2,PDT001498805.5,GCA_026464605.1
Staphylococcus aureus,PDS000125889.1,PDT001498893.4,GCA_026462425.1
Staphylococcus aureus,PDS000125241.2,PDT001498785.6,GCA_026475205.1
Staphylococcus aureus,PDS000125202.1,PDT001499249.1,GCA_026457605.1
Staphylococcus aureus,PDS000125264.2,PDT001500459.3,GCA_026452645.1
Staphylococcus aureus,PDS000125806.1,PDT001499433.3,GCA_026457105.1
Staphylococcus aureus,PDS000125793.1,PDT001499852.1,GCA_026451345.1
Staphylococcus aureus,PDS000125772.1,PDT001499246.1,GCA_026457625.1
Staphylococcus aureus,PDS000125819.1,PDT001499715.4,GCA_026466365.1
Staphylococcus aureus,PDS000125252.3,PDT001499661.4,GCA_026471605.1
Staphylococcus aureus,PDS000125213.2,PDT001500265.4,GCA_026502005.1
Staphylococcus aureus,PDS000125164.2,PDT001500186.1,GCA_026449665.1
Staphylococcus aureus,PDS000134290.1,PDT001590498.1,GCA_028156885.1
Staphylococcus aureus,PDS000129305.3,PDT001669237.1,GCA_029395655.1
Staphylococcus aureus,PDS000150901.1,PDT001793077.1,GCA_030353005.1
Staphylococcus aureus,PDS000127419.2,PDT001568526.1,GCA_027780285.1
Staphylococcus aureus,PDS000132177.1,PDT001568295.1,GCA_027783745.1
Staphylococcus aureus,PDS000127434.4,PDT001521478.1,
Staphylococcus aureus,PDS000132191.1,PDT001568859.1,GCA_027775285.1
Staphylococcus aureus,PDS000132150.1,PDT001568486.1,GCA_027780865.1
Staphylococcus aureus,PDS000132223.1,PDT001568768.1,GCA_027778125.1
Staphylococcus aureus,PDS000132147.1,PDT001521082.1,GCA_026876885.1
Staphylococcus aureus,PDS000132160.1,PDT001568203.1,GCA_027785225.1
Staphylococcus aureus,PDS000132156.1,PDT001568142.1,GCA_027786305.1
Staphylococcus aureus,PDS000132212.1,PDT001567991.1,GCA_027788945.1
Staphylococcus aureus,PDS000132171.1,PDT001568957.1,
Staphylococcus aureus,PDS000132215.1,PDT001569033.1,
Staphylococcus aureus,PDS000129203.1,PDT001503538.1,GCA_026491385.1
Staphylococcus aureus,PDS000069085.1,PDT000210110.2,GCA_002124065.1
Staphylococcus aureus,PDS000069103.1,PDT000210164.2,GCA_002125155.1
Staphylococcus aureus,PDS000069095.1,PDT000210082.2,GCA_002123505.1
Staphylococcus aureus,PDS000130789.2,PDT001556539.1,
Staphylococcus aureus,PDS000130783.1,PDT001556428.1,
Staphylococcus aureus,PDS000130784.1,PDT001556468.1,
Staphylococcus aureus,PDS000126522.1,PDT001508840.1,GCA_026597055.1
Staphylococcus aureus,PDS000126558.3,PDT001508760.1,GCA_026605615.1
Staphylococcus aureus,PDS000144711.1,PDT001703437.1,
Staphylococcus aureus,PDS000068779.1,PDT000349434.2,GCA_003309655.1
Staphylococcus aureus,PDS000068778.1,PDT000349439.2,GCA_003309815.1
Staphylococcus aureus,PDS000069942.1,PDT000812831.1,GCA_015568555.1
Staphylococcus aureus,PDS000182926.1,PDT002168940.1,GCA_039666975.1
Staphylococcus aureus,PDS000069062.1,PDT000605646.2,GCA_008938015.1
Staphylococcus aureus,PDS000167808.1,PDT001998160.1,GCA_033917005.1
Staphylococcus aureus,PDS000082570.1,PDT000977816.1,GCA_017155815.1
Staphylococcus aureus,PDS000067987.7,PDT001536973.1,GCA_026994855.1
Staphylococcus aureus,PDS000068575.1,PDT000466766.2,GCA_004168705.1
Staphylococcus aureus,PDS000072899.7,PDT000852748.1,GCA_014835715.1
Staphylococcus aureus,PDS000068456.1,PDT000436743.2,GCA_004012035.1
Staphylococcus aureus,PDS000069646.6,PDT000904233.1,GCA_015713815.1
Staphylococcus aureus,PDS000093611.1,PDT001098280.1,GCA_019408565.1
Staphylococcus aureus,PDS000127657.2,PDT001525711.1,GCA_026890195.1
Staphylococcus aureus,PDS000127674.2,PDT001525506.1,GCA_026896695.1
Staphylococcus aureus,PDS000130809.2,PDT001556897.1,GCA_027539725.1
Staphylococcus aureus,PDS000153747.3,PDT001823833.1,GCA_032421545.1
Staphylococcus aureus,PDS000153746.1,PDT001823828.1,GCA_032421665.1
Staphylococcus aureus,PDS000165847.1,PDT001607783.1,GCA_028521365.1
Staphylococcus aureus,PDS000068838.2,PDT000577734.2,GCA_008079975.1
Staphylococcus aureus,PDS000072906.1,PDT000852664.1,GCA_014831705.1
Staphylococcus aureus,PDS000072905.1,PDT000090533.2,GCA_001353755.1
Staphylococcus aureus,PDS000072898.1,PDT000852675.1,GCA_014831915.1
Staphylococcus aureus,PDS000068947.1,PDT000813652.1,GCA_009457415.1
Staphylococcus aureus,PDS000069518.1,PDT000766343.2,GCA_013339445.1
Staphylococcus aureus,PDS000069546.1,PDT000813822.1,GCA_009460825.1
Staphylococcus aureus,PDS000128101.1,PDT001530319.1,GCA_027245705.1
Staphylococcus aureus,PDS000128123.1,PDT001530466.1,GCA_027204665.1
Staphylococcus aureus,PDS000128211.1,PDT001530294.1,GCA_027246505.1
Staphylococcus aureus,PDS000128001.1,PDT001531178.1,GCA_027180335.1
Staphylococcus aureus,PDS000128234.1,PDT001530749.1,GCA_027188885.1
Staphylococcus aureus,PDS000128209.1,PDT001531260.1,GCA_027178775.1
Staphylococcus aureus,PDS000128004.1,PDT001531197.1,GCA_027180035.1
Staphylococcus aureus,PDS000128269.1,PDT001530952.1,GCA_027184925.1
Staphylococcus aureus,PDS000069291.2,PDT000791725.2,GCA_013423545.1
Staphylococcus aureus,PDS000127897.1,PDT001526742.1,GCA_026918235.1
Staphylococcus aureus,PDS000127891.1,PDT001526872.1,GCA_026937905.1
Staphylococcus aureus,PDS000192506.1,PDT001391524.1,GCA_024701335.1
Staphylococcus aureus,PDS000127003.2,PDT001515905.1,GCA_026728835.1
Staphylococcus aureus,PDS000126993.1,PDT001515695.1,GCA_026731935.1
Staphylococcus aureus,PDS000126433.2,PDT001509449.1,GCA_026599395.1
Staphylococcus aureus,PDS000126442.1,PDT001509346.1,GCA_026601015.1
Staphylococcus aureus,PDS000126564.1,PDT001509272.1,GCA_026601635.1
Staphylococcus aureus,PDS000069495.1,PDT000772236.2,GCA_013367535.1
Staphylococcus aureus,PDS000109681.1,PDT001307553.1,GCA_023362335.1
Staphylococcus aureus,PDS000135448.1,PDT001601465.1,GCA_028453595.1
Staphylococcus aureus,PDS000103526.1,PDT001231665.1,GCA_021575555.1
Staphylococcus aureus,PDS000103513.1,PDT001231662.1,GCA_021575495.1
Staphylococcus aureus,PDS000102903.1,PDT001224464.1,GCA_021478495.1
Staphylococcus aureus,PDS000103490.1,PDT001231677.1,GCA_021575795.1
Staphylococcus aureus,PDS000084602.1,PDT001005968.1,GCA_017919145.1
Staphylococcus aureus,PDS000131508.2,PDT001563474.1,GCA_027703745.1
Staphylococcus aureus,PDS000133541.1,PDT001579892.1,GCA_027998805.1
Staphylococcus aureus,PDS000133319.1,PDT001578357.1,GCA_027981935.1
Staphylococcus aureus,PDS000133342.1,PDT001578344.1,GCA_027983205.1
Staphylococcus aureus,PDS000136042.1,PDT001607045.1,GCA_028510535.1
Staphylococcus aureus,PDS000074416.1,PDT000871199.1,GCA_015541665.1
Staphylococcus aureus,PDS000074415.2,PDT000871174.1,GCA_015541405.1
Staphylococcus aureus,PDS000069177.2,PDT001565490.1,GCA_027734905.1
Staphylococcus aureus,PDS000072114.6,PDT000844033.1,GCA_014694865.1
Staphylococcus aureus,PDS000140327.1,PDT001524038.1,GCA_026866675.1
Staphylococcus aureus,PDS000085752.1,PDT001022853.2,GCA_018308265.1
Staphylococcus aureus,PDS000111879.1,PDT001338666.1,GCA_023849565.1
Staphylococcus aureus,PDS000097007.3,PDT001200230.1,GCA_021123945.1
Staphylococcus aureus,PDS000135001.1,PDT001596005.1,
Staphylococcus aureus,PDS000133177.1,PDT001575680.1,GCA_028009485.1
Staphylococcus aureus,PDS000133136.1,PDT001575681.1,GCA_028009465.1
Staphylococcus aureus,PDS000078339.1,PDT000925952.1,GCA_016425855.1
Staphylococcus aureus,PDS000132015.1,PDT001567508.1,
Staphylococcus aureus,PDS000131975.1,PDT001520313.1,GCA_026846255.1
Staphylococcus aureus,PDS000079732.5,PDT000942978.1,GCA_017197195.1
Staphylococcus aureus,PDS000187196.1,PDT001059153.1,GCA_018681015.1
Staphylococcus aureus,PDS000098093.1,PDT001165219.1,GCA_020664165.1
Staphylococcus aureus,PDS000127841.2,PDT001569470.1,GCA_027805475.1
Staphylococcus aureus,PDS000132281.1,PDT001569148.1,GCA_027817615.1
Staphylococcus aureus,PDS000135436.1,PDT001601542.1,
Staphylococcus aureus,PDS000091736.1,PDT001075159.1,GCA_018967515.1
Staphylococcus aureus,PDS000138226.1,PDT001606696.1,GCA_028468365.1
Staphylococcus aureus,PDS000092385.2,PDT002100205.1,GCA_037019455.1
Staphylococcus aureus,PDS000095006.1,PDT001115876.1,GCA_019718355.1
Staphylococcus aureus,PDS000094989.1,PDT001115592.1,GCA_019712635.1
Staphylococcus aureus,PDS000092096.1,PDT001077774.1,GCA_019017945.1
Staphylococcus aureus,PDS000092496.1,PDT001083653.1,GCA_019121315.1
Staphylococcus aureus,PDS000094640.1,PDT001112876.1,GCA_019659845.1
Staphylococcus aureus,PDS000098934.1,PDT001175908.1,GCA_020946805.1
Staphylococcus aureus,PDS000104096.1,PDT001240689.1,GCA_021960555.1
Staphylococcus aureus,PDS000126228.1,PDT001502235.1,GCA_026512105.1
Staphylococcus aureus,PDS000126227.1,PDT001502263.1,GCA_026513745.1
Staphylococcus aureus,PDS000136082.1,PDT001607697.1,GCA_028522085.1
Staphylococcus aureus,PDS000142237.1,PDT001691382.1,GCA_029821995.1
Staphylococcus aureus,PDS000168516.1,PDT002007913.1,GCA_033956385.1
Staphylococcus aureus,PDS000138253.2,PDT001783594.1,GCA_030289615.1
Staphylococcus aureus,PDS000136019.1,PDT001607311.1,GCA_028514835.1
Staphylococcus aureus,PDS000136080.1,PDT001607317.1,GCA_028516965.1
Staphylococcus aureus,PDS000111787.11,PDT001342314.1,GCA_023850465.1
Staphylococcus aureus,PDS000103977.1,PDT000904566.1,GCA_015726845.1
Staphylococcus aureus,PDS000144704.1,PDT001718545.1,GCA_033738995.1
Staphylococcus aureus,PDS000110264.1,PDT001317009.1,GCA_023582165.1
Staphylococcus aureus,PDS000110864.2,PDT001324277.1,GCA_023685965.1
Staphylococcus aureus,PDS000144423.1,PDT001317365.1,GCA_023613055.1
Staphylococcus aureus,PDS000110263.1,PDT001317010.1,GCA_023593185.1
Staphylococcus aureus,PDS000137704.1,PDT001316572.1,GCA_023617025.1
Staphylococcus aureus,PDS000141695.1,PDT001687513.1,GCA_029690505.1
Staphylococcus aureus,PDS000103553.1,PDT001231982.1,GCA_021699975.1
Staphylococcus aureus,PDS000127168.1,PDT001516124.1,GCA_026745795.1
Staphylococcus aureus,PDS000134936.1,PDT001596146.1,
Staphylococcus aureus,PDS000192270.1,PDT001592346.1,GCA_028186605.1
Staphylococcus aureus,PDS000144999.1,PDT001527022.1,GCA_026912505.1
Staphylococcus aureus,PDS000127906.3,PDT001527076.1,GCA_026912165.1
Staphylococcus aureus,PDS000145004.1,PDT001720768.1,GCA_033706155.1
Staphylococcus aureus,PDS000137487.2,PDT001576288.1,GCA_027997465.1
Staphylococcus aureus,PDS000137488.1,PDT001640164.1,GCA_028765885.1
Staphylococcus aureus,PDS000125469.2,PDT001501450.1,GCA_026434695.1
Staphylococcus aureus,PDS000128833.4,PDT001836228.1,GCA_032031135.1
Staphylococcus aureus,PDS000128866.1,PDT001535066.1,GCA_027025135.1
Staphylococcus aureus,PDS000128878.1,PDT001534588.1,GCA_027071115.1
Staphylococcus aureus,PDS000125416.4,PDT001534282.1,GCA_027092355.1
Staphylococcus aureus,PDS000133456.1,PDT001578838.1,GCA_027962845.1
Staphylococcus aureus,PDS000128923.1,PDT001535051.1,GCA_027025695.1
Staphylococcus aureus,PDS000128957.1,PDT001535264.1,GCA_026983355.1
Staphylococcus aureus,PDS000128838.1,PDT001535838.1,GCA_026980825.1
Staphylococcus aureus,PDS000125407.3,PDT001501563.1,GCA_026535445.1
Staphylococcus aureus,PDS000125516.3,PDT001536270.1,GCA_026972035.1
Staphylococcus aureus,PDS000128895.1,PDT001500876.1,GCA_026442375.1
Staphylococcus aureus,PDS000090650.2,PDT001540040.1,
Staphylococcus aureus,PDS000069873.2,PDT001049450.1,GCA_018609285.1
Staphylococcus aureus,PDS000082307.1,PDT000974928.1,GCA_017083965.1
Staphylococcus aureus,PDS000082310.1,PDT000974419.1,GCA_017096525.1
Staphylococcus aureus,PDS000130362.1,PDT001552113.1,GCA_027896955.1
Staphylococcus aureus,PDS000133424.1,PDT001578469.1,GCA_027975865.1
Staphylococcus aureus,PDS000125515.2,PDT001501585.1,GCA_026429435.1
Staphylococcus aureus,PDS000133320.1,PDT001535946.1,GCA_026977655.1
Staphylococcus aureus,PDS000125425.3,PDT001534465.1,GCA_027082475.1
Staphylococcus aureus,PDS000125412.2,PDT001534604.1,GCA_027070615.1
Staphylococcus aureus,PDS000148970.1,PDT001507723.1,GCA_026588615.1
Staphylococcus aureus,PDS000148928.1,PDT001773454.1,GCA_030245955.1
Staphylococcus aureus,PDS000163729.1,PDT001949419.1,GCA_032908845.1
Staphylococcus aureus,PDS000163812.1,PDT001949389.1,GCA_032908245.1
Staphylococcus aureus,PDS000163714.1,PDT001507827.1,GCA_026587275.1
Staphylococcus aureus,PDS000136379.1,PDT001611854.1,GCA_028586055.1
Staphylococcus aureus,PDS000136384.1,PDT001611909.1,GCA_028585315.1
Staphylococcus aureus,PDS000120276.1,PDT001444028.1,GCA_025570605.1
Staphylococcus aureus,PDS000131547.4,PDT001564071.1,GCA_027701445.1
Staphylococcus aureus,PDS000067766.3,PDT000108728.2,GCA_015616365.2
Staphylococcus aureus,PDS000131350.1,PDT001564229.1,GCA_027880845.1
Staphylococcus aureus,PDS000131460.3,PDT001570144.1,GCA_028051485.1
Staphylococcus aureus,PDS000131117.4,PDT001564411.1,GCA_027880405.1
Staphylococcus aureus,PDS000131436.2,PDT001294695.1,GCA_023113135.1
Staphylococcus aureus,PDS000131138.1,PDT001559775.1,GCA_027809695.1
Staphylococcus aureus,PDS000131149.1,PDT001559533.1,GCA_027820455.1
Staphylococcus aureus,PDS000175271.1,PDT002090572.1,
Staphylococcus aureus,PDS000131127.4,PDT001559898.1,GCA_027799175.1
Staphylococcus aureus,PDS000131781.1,PDT001562743.1,GCA_027646265.1
Staphylococcus aureus,PDS000131786.1,PDT001565195.1,GCA_027745435.1
Staphylococcus aureus,PDS000175341.1,PDT002091206.1,
Staphylococcus aureus,PDS000175198.1,PDT002090615.1,
Staphylococcus aureus,PDS000131182.4,PDT001562536.1,GCA_027648185.1
Staphylococcus aureus,PDS000175298.1,PDT001563044.1,GCA_027709845.1
Staphylococcus aureus,PDS000130016.3,PDT001546701.1,GCA_027465945.1
Staphylococcus aureus,PDS000068855.6,PDT001566372.1,GCA_027762125.1
Staphylococcus aureus,PDS000131213.4,PDT002090731.1,
Staphylococcus aureus,PDS000131627.1,PDT001562345.1,GCA_027636325.1
Staphylococcus aureus,PDS000131458.1,PDT001559421.1,GCA_027822535.1
Staphylococcus aureus,PDS000131640.1,PDT001562162.1,GCA_027653365.1
Staphylococcus aureus,PDS000175137.1,PDT002089001.1,
Staphylococcus aureus,PDS000135433.1,PDT001601565.1,GCA_028453055.1
Staphylococcus aureus,PDS000125277.1,PDT001500811.1,GCA_026308625.1
Staphylococcus aureus,PDS000131839.2,PDT001559807.1,GCA_027808695.1
Staphylococcus aureus,PDS000131768.1,PDT001566442.1,GCA_027763605.1
Staphylococcus aureus,PDS000143271.1,PDT001701225.1,GCA_031826055.1
Staphylococcus aureus,PDS000150231.1,PDT001783657.1,GCA_030290875.1
Staphylococcus aureus,PDS000137863.2,PDT001643502.1,GCA_028965465.1
Staphylococcus aureus,PDS000137753.2,PDT001647861.1,GCA_028902685.1
Staphylococcus aureus,PDS000137828.2,PDT001642639.1,GCA_028984455.1
Staphylococcus aureus,PDS000137895.3,PDT001652625.1,GCA_029041735.1
Staphylococcus aureus,PDS000137942.2,PDT001644301.1,GCA_028946425.1
Staphylococcus aureus,PDS000137933.4,PDT001645260.1,GCA_028925585.1
Staphylococcus aureus,PDS000137912.2,PDT001644075.1,GCA_028950865.1
Staphylococcus aureus,PDS000138300.1,PDT001652921.1,GCA_029033225.1
Staphylococcus aureus,PDS000137928.2,PDT001652348.1,GCA_029030265.1
Staphylococcus aureus,PDS000137900.2,PDT001653009.1,GCA_029036645.1
Staphylococcus aureus,PDS000137941.1,PDT001643570.1,GCA_028964125.1
Staphylococcus aureus,PDS000140316.1,PDT001669945.1,GCA_029415375.1
Staphylococcus aureus,PDS000183364.1,PDT002175463.1,GCA_039737315.1
Staphylococcus aureus,PDS000152269.1,PDT001601658.1,GCA_028452595.1
Staphylococcus aureus,PDS000150876.1,PDT001793212.1,GCA_030355935.1
Staphylococcus aureus,PDS000150896.1,PDT001793003.1,GCA_030351505.1
Staphylococcus aureus,PDS000148895.1,PDT001507648.1,GCA_026590955.1
Staphylococcus aureus,PDS000163798.1,PDT001949370.1,GCA_032907865.1
Staphylococcus aureus,PDS000173692.2,PDT002287051.1,
Staphylococcus aureus,PDS000173696.3,PDT002287204.1,
Staphylococcus aureus,PDS000091742.2,PDT001075138.1,GCA_018967105.1
Staphylococcus aureus,PDS000128815.2,PDT001836208.1,GCA_032031495.1
Staphylococcus aureus,PDS000133390.2,PDT001579268.1,
Staphylococcus aureus,PDS000152975.1,PDT001814119.1,GCA_032555595.1
Staphylococcus aureus,PDS000161036.1,PDT001908206.1,GCA_032141575.1
Staphylococcus aureus,PDS000161039.1,PDT001908176.1,GCA_032140975.1
Staphylococcus aureus,PDS000162480.1,PDT001931471.1,GCA_032651185.1
Staphylococcus aureus,PDS000182703.1,PDT002164888.1,GCA_039634575.1
Staphylococcus aureus,PDS000180968.1,PDT002139862.1,
Staphylococcus aureus,PDS000180827.5,PDT002131980.1,GCA_037951045.1
Staphylococcus aureus,PDS000180965.1,PDT002138405.1,GCA_038096225.1
Staphylococcus aureus,PDS000177765.2,PDT002109434.1,GCA_037083945.1
Staphylococcus aureus,PDS000193600.1,PDT002329043.1,GCA_041321195.1
Staphylococcus aureus,PDS000193594.1,PDT002181072.1,GCA_039892275.1
Staphylococcus aureus,PDS000175115.1,PDT002090119.1,
Staphylococcus aureus,PDS000185039.1,PDT002198698.1,
Staphylococcus aureus,PDS000176790.1,PDT002103392.1,GCA_037039295.1
Staphylococcus aureus,PDS000173699.3,PDT002287240.1,
Staphylococcus aureus,PDS000190539.1,PDT002286806.1,
Staphylococcus aureus,PDS000092457.2,PDT002286723.1,
Staphylococcus aureus,PDS000092071.4,PDT001115690.1,GCA_019714615.1
Staphylococcus aureus,PDS000173691.3,PDT002287014.1,
Staphylococcus aureus,PDS000092025.2,PDT001077830.1,GCA_019019065.1
Staphylococcus aureus,PDS000092481.2,PDT001083844.1,GCA_019125135.1
Staphylococcus aureus,PDS000190791.1,PDT002286530.1,
Staphylococcus aureus,PDS000194470.1,PDT002339839.1,
Staphylococcus aureus,PDS000194525.1,PDT002339265.1,
Staphylococcus aureus,PDS000194486.1,PDT002339245.1,
Staphylococcus aureus,PDS000194570.1,PDT002339184.1,
Staphylococcus aureus,PDS000194600.1,PDT002339221.1,
Staphylococcus aureus,PDS000194586.1,PDT002339408.1,
Staphylococcus aureus,PDS000193364.3,PDT002340882.1,GCA_041451405.1
Staphylococcus aureus,PDS000198765.1,PDT002383412.1,GCA_041925735.1
Staphylococcus aureus,PDS000198736.1,PDT002383408.1,GCA_041925655.1
Staphylococcus aureus,PDS000068653.1,PDT000371428.2,GCA_003422925.1
Staphylococcus aureus,PDS000068667.1,PDT000371339.2,GCA_003421125.1
Staphylococcus aureus,PDS000130455.2,PDT001554374.1,GCA_027518965.1
Staphylococcus aureus,PDS000144319.1,PDT001714252.1,
Staphylococcus aureus,PDS000144393.1,PDT001714590.1,
Staphylococcus aureus,PDS000144526.1,PDT001714232.1,
Staphylococcus aureus,PDS000144298.1,PDT001714140.1,
