scientific_name,erd_group,target_acc,asm_acc
Pseudomonas aeruginosa,PDS000112299.1,PDT001346694.1,GCA_024738605.1
Pseudomonas aeruginosa,PDS000056693.1,PDT000686160.1,GCA_010605395.1
Pseudomonas aeruginosa,PDS000064438.1,PDT000767794.1,GCA_021682255.1
Pseudomonas aeruginosa,PDS000120645.1,PDT001277639.1,GCA_022807645.1
Pseudomonas aeruginosa,PDS000063759.2,PDT000753370.1,GCA_021700355.1
Pseudomonas aeruginosa,PDS000073935.1,PDT000866288.1,GCA_021668075.1
Pseudomonas aeruginosa,PDS000090165.2,PDT001044212.1,GCA_018423585.1
Pseudomonas aeruginosa,PDS000102773.1,PDT001221911.1,GCA_021590365.1
Pseudomonas aeruginosa,PDS000102758.3,PDT001222139.1,GCA_021585755.1
Pseudomonas aeruginosa,PDS000102759.1,PDT001221915.1,GCA_021590305.1
Pseudomonas aeruginosa,PDS000147780.1,PDT001760688.1,GCA_030121995.1
Pseudomonas aeruginosa,PDS000101697.2,PDT001210058.1,GCA_021600865.1
Pseudomonas aeruginosa,PDS000136526.1,PDT001615377.1,GCA_028608745.1
Pseudomonas aeruginosa,PDS000107990.1,PDT001286260.1,GCA_022998665.1
Pseudomonas aeruginosa,PDS000112360.1,PDT001348422.1,GCA_024009875.1
Pseudomonas aeruginosa,PDS000095648.1,PDT001127883.1,GCA_019915465.1
Pseudomonas aeruginosa,PDS000146123.1,PDT001735961.1,GCA_033629065.1
Pseudomonas aeruginosa,PDS000111968.1,PDT001339056.1,GCA_024004055.1
Pseudomonas aeruginosa,PDS000112292.1,PDT001346202.1,GCA_023919805.1
Pseudomonas aeruginosa,PDS000112305.1,PDT001345917.1,GCA_023923625.1
Pseudomonas aeruginosa,PDS000112285.1,PDT001346051.1,GCA_024738765.1
Pseudomonas aeruginosa,PDS000141390.1,PDT001682478.1,GCA_029605365.1
Pseudomonas aeruginosa,PDS000149168.3,PDT001265090.1,GCA_022570455.1
Pseudomonas aeruginosa,PDS000112387.1,PDT001349672.1,GCA_023928785.1
Pseudomonas aeruginosa,PDS000112088.3,PDT001343604.1,GCA_023964715.1
Pseudomonas aeruginosa,PDS000163228.2,PDT002260097.1,
Pseudomonas aeruginosa,PDS000094874.3,PDT001113466.1,GCA_019690955.1
Pseudomonas aeruginosa,PDS000134556.2,PDT001593382.1,
Pseudomonas aeruginosa,PDS000140981.1,PDT001677095.1,
Pseudomonas aeruginosa,PDS000134549.1,PDT001593601.1,
Pseudomonas aeruginosa,PDS000120652.1,PDT001451113.1,GCA_025661675.1
Pseudomonas aeruginosa,PDS000117654.1,PDT001414095.1,GCA_025132455.1
Pseudomonas aeruginosa,PDS000117660.1,PDT001413264.1,GCA_025105605.1
Pseudomonas aeruginosa,PDS000117726.1,PDT001414037.1,GCA_025131295.1
Pseudomonas aeruginosa,PDS000158054.3,PDT001991775.1,GCA_033796775.1
Pseudomonas aeruginosa,PDS000174317.1,PDT002081915.2,GCA_036665235.1
Pseudomonas aeruginosa,PDS000117614.9,PDT001413922.1,GCA_025126675.1
Pseudomonas aeruginosa,PDS000192886.1,PDT002319918.1,
Pseudomonas aeruginosa,PDS000190994.1,PDT002299627.1,GCA_041060405.1
Pseudomonas aeruginosa,PDS000185289.1,PDT002208519.1,GCA_040187105.1
Pseudomonas aeruginosa,PDS000152217.2,PDT002320734.1,
Pseudomonas aeruginosa,PDS000160762.5,PDT002246289.1,GCA_040614645.1
Pseudomonas aeruginosa,PDS000174911.1,PDT002088907.1,GCA_036866965.1
Pseudomonas aeruginosa,PDS000199229.1,PDT002387641.1,
Pseudomonas aeruginosa,PDS000189163.3,PDT002264644.1,
Pseudomonas aeruginosa,PDS000187919.4,PDT002264640.1,
Pseudomonas aeruginosa,PDS000189142.3,PDT002276237.1,
Pseudomonas aeruginosa,PDS000112025.1,PDT001342665.1,
Pseudomonas aeruginosa,PDS000171004.1,PDT001702033.1,GCA_031824255.1
Pseudomonas aeruginosa,PDS000171000.1,PDT002042720.1,GCA_034815865.1
Pseudomonas aeruginosa,PDS000171034.1,PDT002042902.1,GCA_034812165.1
Pseudomonas aeruginosa,PDS000171003.1,PDT002042785.1,GCA_034814545.1
Pseudomonas aeruginosa,PDS000040849.2,PDT000442562.1,
Pseudomonas aeruginosa,PDS000047519.1,PDT000442573.1,
Pseudomonas aeruginosa,PDS000040853.4,PDT000754156.1,GCA_021686155.1
Pseudomonas aeruginosa,PDS000025712.6,PDT000759737.1,
Pseudomonas aeruginosa,PDS000064875.1,PDT000771153.1,GCA_021672955.1
Pseudomonas aeruginosa,PDS000064913.2,PDT000771322.1,
Pseudomonas aeruginosa,PDS000063219.2,PDT001877430.1,GCA_031207005.1
Pseudomonas aeruginosa,PDS000075146.7,PDT000885047.1,
Pseudomonas aeruginosa,PDS000100294.1,PDT001193754.1,
Pseudomonas aeruginosa,PDS000100005.1,PDT001193140.1,
Pseudomonas aeruginosa,PDS000122276.2,PDT000885743.1,
Pseudomonas aeruginosa,PDS000101718.1,PDT001210746.1,
Pseudomonas aeruginosa,PDS000125926.1,PDT001505159.1,GCA_026534515.1
Pseudomonas aeruginosa,PDS000188102.1,PDT002245917.1,
Pseudomonas aeruginosa,PDS000169400.2,PDT002027291.1,GCA_963446415.1
Pseudomonas aeruginosa,PDS000169406.2,PDT002029003.1,GCA_963441855.1
Pseudomonas aeruginosa,PDS000169614.1,PDT002022900.1,GCA_963429155.1
Pseudomonas aeruginosa,PDS000169565.2,PDT002023570.1,GCA_963445985.1
Pseudomonas aeruginosa,PDS000169613.2,PDT002023200.1,GCA_963448335.1
Pseudomonas aeruginosa,PDS000169575.2,PDT002027489.1,GCA_963434535.1
Pseudomonas aeruginosa,PDS000169634.2,PDT002023168.1,GCA_963448195.1
Pseudomonas aeruginosa,PDS000169380.2,PDT001349720.1,GCA_023929845.1
Pseudomonas aeruginosa,PDS000169386.2,PDT002028989.1,GCA_963434275.1
Pseudomonas aeruginosa,PDS000182676.1,PDT000045113.1,GCA_000789805.1
Pseudomonas aeruginosa,PDS000182533.1,PDT002164125.1,
Pseudomonas aeruginosa,PDS000182463.1,PDT002164374.1,
Pseudomonas aeruginosa,PDS000182548.1,PDT000045461.1,GCA_000796765.1
Pseudomonas aeruginosa,PDS000182545.1,PDT002164223.1,
Pseudomonas aeruginosa,PDS000102489.2,PDT000411572.1,GCA_003834225.1
Pseudomonas aeruginosa,PDS000064001.1,PDT000756132.1,
Pseudomonas aeruginosa,PDS000152622.2,PDT001810352.1,GCA_031385065.1
Pseudomonas aeruginosa,PDS000179232.1,PDT001204872.3,GCA_021601945.3
Pseudomonas aeruginosa,PDS000149142.12,PDT001668558.1,
Pseudomonas aeruginosa,PDS000173171.2,PDT001226259.4,
Pseudomonas aeruginosa,PDS000064593.14,PDT001087788.1,GCA_021651235.1
Pseudomonas aeruginosa,PDS000123560.6,PDT001487486.3,GCA_026221095.3
Pseudomonas aeruginosa,PDS000150991.6,PDT002260198.1,GCA_040779005.1
Pseudomonas aeruginosa,PDS000111227.3,PDT000939137.5,GCA_021665475.4
Pseudomonas aeruginosa,PDS000040177.2,PDT000429942.1,GCA_003974795.1
Pseudomonas aeruginosa,PDS000112385.2,PDT001348398.1,GCA_024008115.1
Pseudomonas aeruginosa,PDS000075634.4,PDT000888353.1,GCA_015317475.1
Pseudomonas aeruginosa,PDS000167283.2,PDT001997119.1,GCA_033937425.1
Pseudomonas aeruginosa,PDS000167549.1,PDT001997825.1,GCA_033923525.1
Pseudomonas aeruginosa,PDS000167600.1,PDT001997505.1,GCA_033929845.1
Pseudomonas aeruginosa,PDS000076782.5,PDT001994167.1,GCA_033890225.1
Pseudomonas aeruginosa,PDS000167553.1,PDT001997310.1,GCA_033933725.1
Pseudomonas aeruginosa,PDS000112079.12,PDT001344385.1,GCA_023942915.1
Pseudomonas aeruginosa,PDS000167596.1,PDT001993984.1,GCA_033871375.1
Pseudomonas aeruginosa,PDS000167261.1,PDT001994267.1,GCA_033888285.1
Pseudomonas aeruginosa,PDS000112237.2,PDT001994439.1,GCA_033885025.1
Pseudomonas aeruginosa,PDS000010385.25,PDT000172999.1,GCA_900146325.1
Pseudomonas aeruginosa,PDS000055980.1,PDT000672317.1,GCA_021708215.1
Pseudomonas aeruginosa,PDS000092637.1,PDT001086052.1,GCA_019168105.1
Pseudomonas aeruginosa,PDS000101956.2,PDT001211846.1,GCA_021592345.1
Pseudomonas aeruginosa,PDS000064434.1,PDT000767800.1,GCA_021682155.1
Pseudomonas aeruginosa,PDS000112083.1,PDT000652635.1,GCA_009789035.1
Pseudomonas aeruginosa,PDS000103162.1,PDT000411626.1,GCA_003835295.1
Pseudomonas aeruginosa,PDS000065927.1,PDT000795094.1,GCA_013434415.1
Pseudomonas aeruginosa,PDS000062302.3,PDT000729688.1,GCA_012935295.1
Pseudomonas aeruginosa,PDS000073924.1,PDT000866171.1,GCA_021668475.1
Pseudomonas aeruginosa,PDS000159469.1,PDT000830526.1,GCA_014489185.1
Pseudomonas aeruginosa,PDS000094854.2,PDT001113382.1,GCA_019687875.1
Pseudomonas aeruginosa,PDS000101970.2,PDT001211717.1,
Pseudomonas aeruginosa,PDS000101971.2,PDT001211663.1,GCA_021593445.1
Pseudomonas aeruginosa,PDS000112368.1,PDT001348488.1,GCA_024001125.1
Pseudomonas aeruginosa,PDS000112247.1,PDT001346379.1,GCA_023917965.1
Pseudomonas aeruginosa,PDS000112301.1,PDT001346059.1,GCA_023935925.1
Pseudomonas aeruginosa,PDS000112240.7,PDT001345885.1,GCA_023936005.1
Pseudomonas aeruginosa,PDS000112231.1,PDT001346220.1,GCA_023919565.1
Pseudomonas aeruginosa,PDS000115686.1,PDT001388928.1,
Pseudomonas aeruginosa,PDS000141392.1,PDT001682454.1,GCA_029604885.1
Pseudomonas aeruginosa,PDS000112371.1,PDT001349716.1,GCA_023929715.1
Pseudomonas aeruginosa,PDS000112168.2,PDT001451141.1,GCA_025662235.1
Pseudomonas aeruginosa,PDS000112159.1,PDT001343662.1,GCA_023963595.1
Pseudomonas aeruginosa,PDS000112115.1,PDT001344058.1,GCA_023950885.1
Pseudomonas aeruginosa,PDS000147781.1,PDT001760676.1,GCA_030121895.1
Pseudomonas aeruginosa,PDS000111715.1,PDT001337216.1,GCA_023717125.1
Pseudomonas aeruginosa,PDS000092753.2,PDT001087537.1,GCA_021658955.1
Pseudomonas aeruginosa,PDS000140982.1,PDT001676936.1,
Pseudomonas aeruginosa,PDS000153166.1,PDT001816242.1,GCA_032529045.1
Pseudomonas aeruginosa,PDS000117687.1,PDT001413888.1,GCA_025125995.1
Pseudomonas aeruginosa,PDS000117669.1,PDT001413977.1,GCA_025129675.1
Pseudomonas aeruginosa,PDS000174288.1,PDT001991787.1,GCA_033797025.1
Pseudomonas aeruginosa,PDS000141044.1,PDT001677742.1,GCA_029568505.1
Pseudomonas aeruginosa,PDS000136327.1,PDT001611741.1,GCA_028569235.1
Pseudomonas aeruginosa,PDS000136426.1,PDT001612773.1,GCA_028595335.1
Pseudomonas aeruginosa,PDS000145583.2,PDT001736394.1,GCA_030015815.1
Pseudomonas aeruginosa,PDS000170526.1,PDT002035273.1,GCA_034485965.1
Pseudomonas aeruginosa,PDS000157987.1,PDT001877371.1,GCA_031205335.1
Pseudomonas aeruginosa,PDS000188606.1,PDT001505128.1,GCA_026532615.1
Pseudomonas aeruginosa,PDS000174284.1,PDT002081901.2,GCA_036664955.1
Pseudomonas aeruginosa,PDS000159476.1,PDT001894126.1,GCA_031822755.1
Pseudomonas aeruginosa,PDS000192889.1,PDT002319953.1,
Pseudomonas aeruginosa,PDS000145321.2,PDT002319846.1,
Pseudomonas aeruginosa,PDS000171129.1,PDT002014266.1,GCA_034045765.1
Pseudomonas aeruginosa,PDS000174913.1,PDT002088920.1,GCA_036879915.1
Pseudomonas aeruginosa,PDS000199220.1,PDT000383150.1,GCA_003585205.1
Pseudomonas aeruginosa,PDS000198865.1,PDT002383953.1,
Pseudomonas aeruginosa,PDS000187915.2,PDT002344716.1,
Pseudomonas aeruginosa,PDS000188105.1,PDT002245887.1,
Pseudomonas aeruginosa,PDS000188099.1,PDT002245751.1,
Pseudomonas aeruginosa,PDS000189178.3,PDT002280789.1,
Pseudomonas aeruginosa,PDS000063734.1,PDT000754232.1,GCA_021684375.1
Pseudomonas aeruginosa,PDS000010303.2,PDT000172906.1,GCA_900145515.1
Pseudomonas aeruginosa,PDS000148428.1,PDT000874367.1,
Pseudomonas aeruginosa,PDS000041098.1,PDT000443976.1,GCA_021709075.1
Pseudomonas aeruginosa,PDS000112040.1,PDT001339899.1,GCA_023994855.1
Pseudomonas aeruginosa,PDS000040839.1,PDT000441977.1,
Pseudomonas aeruginosa,PDS000083976.12,PDT002373190.1,
Pseudomonas aeruginosa,PDS000063218.1,PDT000746946.1,
Pseudomonas aeruginosa,PDS000075632.2,PDT000885064.1,
Pseudomonas aeruginosa,PDS000122263.1,PDT000887383.1,
Pseudomonas aeruginosa,PDS000124811.1,PDT001491403.1,
Pseudomonas aeruginosa,PDS000051140.2,PDT000598283.1,GCA_902202945.1
Pseudomonas aeruginosa,PDS000115678.1,PDT001388307.1,GCA_025004485.1
Pseudomonas aeruginosa,PDS000106526.1,PDT001269107.1,
Pseudomonas aeruginosa,PDS000114004.1,PDT001363274.1,GCA_024372085.1
Pseudomonas aeruginosa,PDS000114554.2,PDT001364760.1,GCA_024369435.1
Pseudomonas aeruginosa,PDS000169377.2,PDT002021134.1,GCA_963451925.1
Pseudomonas aeruginosa,PDS000169348.2,PDT002027728.1,GCA_963427295.1
Pseudomonas aeruginosa,PDS000169616.2,PDT002026992.1,GCA_963452925.1
Pseudomonas aeruginosa,PDS000169593.1,PDT002022480.1,GCA_963440665.1
Pseudomonas aeruginosa,PDS000169552.1,PDT002022463.1,GCA_963426915.1
Pseudomonas aeruginosa,PDS000169612.1,PDT002023640.1,GCA_963446395.1
Pseudomonas aeruginosa,PDS000169774.1,PDT002027653.1,GCA_963445515.1
Pseudomonas aeruginosa,PDS000169771.1,PDT002027672.1,GCA_963438305.1
Pseudomonas aeruginosa,PDS000169560.1,PDT002023711.1,GCA_963438035.1
Pseudomonas aeruginosa,PDS000169949.1,PDT002028886.1,GCA_963432445.1
Pseudomonas aeruginosa,PDS000182479.1,PDT000045313.1,GCA_000793805.1
Pseudomonas aeruginosa,PDS000182500.1,PDT000045196.1,GCA_000791465.1
Pseudomonas aeruginosa,PDS000182496.1,PDT002164308.1,
Pseudomonas aeruginosa,PDS000010421.2,PDT000045435.1,GCA_000796245.1
Pseudomonas aeruginosa,PDS000182559.1,PDT000045139.1,GCA_000790325.1
Pseudomonas aeruginosa,PDS000037635.3,PDT000392064.1,GCA_003632725.1
Pseudomonas aeruginosa,PDS000182529.1,PDT002164230.1,
Pseudomonas aeruginosa,PDS000149171.6,PDT001226288.4,
Pseudomonas aeruginosa,PDS000149219.8,PDT001203116.4,
Pseudomonas aeruginosa,PDS000194341.1,PDT002337421.1,GCA_041463415.1
Pseudomonas aeruginosa,PDS000083255.11,PDT001729007.1,GCA_029961465.1
Pseudomonas aeruginosa,PDS000152213.5,PDT001615335.3,GCA_028638125.3
Pseudomonas aeruginosa,PDS000179472.1,PDT001207560.4,
Pseudomonas aeruginosa,PDS000066114.1,PDT000797675.1,GCA_013619705.1
Pseudomonas aeruginosa,PDS000064622.2,PDT001348579.1,
Pseudomonas aeruginosa,PDS000052680.1,PDT000364908.1,GCA_003397505.1
Pseudomonas aeruginosa,PDS000084888.2,PDT000915643.1,GCA_016010875.1
Pseudomonas aeruginosa,PDS000167363.2,PDT001997068.1,GCA_033938425.1
Pseudomonas aeruginosa,PDS000078005.2,PDT001993699.1,GCA_033895045.1
Pseudomonas aeruginosa,PDS000112243.1,PDT001346651.1,
Pseudomonas aeruginosa,PDS000112278.1,PDT001346514.1,GCA_023942275.1
Pseudomonas aeruginosa,PDS000112239.1,PDT001210246.1,GCA_021596225.1
Pseudomonas aeruginosa,PDS000092754.1,PDT001087562.1,GCA_021658435.1
Pseudomonas aeruginosa,PDS000092630.1,PDT001085950.1,GCA_019165345.1
Pseudomonas aeruginosa,PDS000101960.1,PDT001211927.1,GCA_021591305.1
Pseudomonas aeruginosa,PDS000065926.1,PDT000795120.1,GCA_013434925.1
Pseudomonas aeruginosa,PDS000162183.1,PDT001931281.1,GCA_032614435.1
Pseudomonas aeruginosa,PDS000123217.1,PDT001484083.1,GCA_026127235.1
Pseudomonas aeruginosa,PDS000101723.1,PDT001210160.1,GCA_021598205.1
Pseudomonas aeruginosa,PDS000083366.5,PDT001687097.1,
Pseudomonas aeruginosa,PDS000189594.1,PDT001577319.1,GCA_027855975.1
Pseudomonas aeruginosa,PDS000107998.1,PDT001286421.1,GCA_022999245.1
Pseudomonas aeruginosa,PDS000112361.2,PDT001348451.1,GCA_024001325.1
Pseudomonas aeruginosa,PDS000101964.1,PDT001211764.1,
Pseudomonas aeruginosa,PDS000092759.3,PDT001087517.1,GCA_021659515.1
Pseudomonas aeruginosa,PDS000112268.1,PDT001346127.1,GCA_023920905.1
Pseudomonas aeruginosa,PDS000112131.2,PDT001344021.1,GCA_023951635.1
Pseudomonas aeruginosa,PDS000119666.1,PDT001436901.1,GCA_025456585.1
Pseudomonas aeruginosa,PDS000141040.1,PDT001677720.1,
Pseudomonas aeruginosa,PDS000134579.1,PDT001593625.1,
Pseudomonas aeruginosa,PDS000117616.2,PDT001413218.1,GCA_025104435.1
Pseudomonas aeruginosa,PDS000117619.2,PDT001413940.1,GCA_025127035.1
Pseudomonas aeruginosa,PDS000117667.1,PDT001413251.1,GCA_025105345.1
Pseudomonas aeruginosa,PDS000145323.1,PDT001727370.1,GCA_029954635.1
Pseudomonas aeruginosa,PDS000148750.1,PDT001773118.1,GCA_030227385.1
Pseudomonas aeruginosa,PDS000136324.1,PDT001611736.1,GCA_028569135.1
Pseudomonas aeruginosa,PDS000136424.2,PDT001612782.1,GCA_028595545.1
Pseudomonas aeruginosa,PDS000144629.1,PDT001717653.1,GCA_029916825.1
Pseudomonas aeruginosa,PDS000013004.5,PDT001897979.1,GCA_031849055.1
Pseudomonas aeruginosa,PDS000170527.1,PDT002035297.1,GCA_034485605.1
Pseudomonas aeruginosa,PDS000157956.1,PDT001877358.1,GCA_031204085.1
Pseudomonas aeruginosa,PDS000155782.1,PDT001849354.1,GCA_030712255.1
Pseudomonas aeruginosa,PDS000155780.1,PDT001849349.1,GCA_030712155.1
Pseudomonas aeruginosa,PDS000180750.1,PDT002136535.1,
Pseudomonas aeruginosa,PDS000171119.1,PDT002043221.1,
Pseudomonas aeruginosa,PDS000174616.2,PDT002299716.1,GCA_041062845.1
Pseudomonas aeruginosa,PDS000172638.1,PDT001412359.1,GCA_025000305.1
Pseudomonas aeruginosa,PDS000175913.1,PDT002098966.1,GCA_037002365.1
Pseudomonas aeruginosa,PDS000167270.3,PDT001997844.1,GCA_033923145.1
Pseudomonas aeruginosa,PDS000189152.1,PDT002266635.1,GCA_040884745.1
Pseudomonas aeruginosa,PDS000189174.2,PDT002337414.1,
Pseudomonas aeruginosa,PDS000167560.3,PDT002383960.1,
Pseudomonas aeruginosa,PDS000194337.2,PDT002336475.1,
Pseudomonas aeruginosa,PDS000186961.2,PDT002230424.1,
Pseudomonas aeruginosa,PDS000195137.1,PDT002344699.1,
Pseudomonas aeruginosa,PDS000047509.4,PDT002071359.1,GCA_036347435.1
Pseudomonas aeruginosa,PDS000010305.9,PDT000172901.1,GCA_900145465.1
Pseudomonas aeruginosa,PDS000074686.4,PDT000874540.1,
Pseudomonas aeruginosa,PDS000170992.1,PDT002042712.1,GCA_034816045.1
Pseudomonas aeruginosa,PDS000100296.3,PDT001193968.1,
Pseudomonas aeruginosa,PDS000040851.1,PDT000442559.1,
Pseudomonas aeruginosa,PDS000047531.2,PDT000441891.1,
Pseudomonas aeruginosa,PDS000064024.1,PDT000759638.1,
Pseudomonas aeruginosa,PDS000101040.2,PDT001200540.1,
Pseudomonas aeruginosa,PDS000100299.1,PDT001194244.1,
Pseudomonas aeruginosa,PDS000051147.1,PDT000595597.1,GCA_902203415.1
Pseudomonas aeruginosa,PDS000113739.4,PDT001364803.1,GCA_024369335.1
Pseudomonas aeruginosa,PDS000124892.4,PDT001994446.1,GCA_033884835.1
Pseudomonas aeruginosa,PDS000146233.1,PDT001737624.1,GCA_950100745.1
Pseudomonas aeruginosa,PDS000169781.1,PDT002027375.1,GCA_963447955.1
Pseudomonas aeruginosa,PDS000169353.2,PDT002027659.1,GCA_963444665.1
Pseudomonas aeruginosa,PDS000169598.2,PDT002023403.1,GCA_963448355.1
Pseudomonas aeruginosa,PDS000169569.2,PDT002030208.1,GCA_963429045.1
Pseudomonas aeruginosa,PDS000169555.2,PDT002023031.1,GCA_963432995.1
Pseudomonas aeruginosa,PDS000169545.2,PDT002030121.1,GCA_963426875.1
Pseudomonas aeruginosa,PDS000169420.3,PDT002021408.1,GCA_963431045.1
Pseudomonas aeruginosa,PDS000169363.2,PDT002027590.1,GCA_963433405.1
Pseudomonas aeruginosa,PDS000169542.2,PDT002030216.1,GCA_963433945.1
Pseudomonas aeruginosa,PDS000169620.2,PDT002026959.1,GCA_963443205.1
Pseudomonas aeruginosa,PDS000169421.2,PDT002027758.1,GCA_963431145.1
Pseudomonas aeruginosa,PDS000169580.2,PDT002023130.1,GCA_963450175.1
Pseudomonas aeruginosa,PDS000169358.2,PDT002028959.1,GCA_963452225.1
Pseudomonas aeruginosa,PDS000182651.1,PDT000045194.1,GCA_000791425.1
Pseudomonas aeruginosa,PDS000182497.1,PDT002164385.1,
Pseudomonas aeruginosa,PDS000182581.1,PDT000045225.1,GCA_000792045.1
Pseudomonas aeruginosa,PDS000182655.1,PDT002164348.1,
Pseudomonas aeruginosa,PDS000197940.1,PDT002373209.1,
Pseudomonas aeruginosa,PDS000037630.1,PDT000392057.1,GCA_003632575.1
Pseudomonas aeruginosa,PDS000182514.1,PDT002164248.1,
Pseudomonas aeruginosa,PDS000182588.1,PDT002164379.1,
Pseudomonas aeruginosa,PDS000075626.2,PDT000888365.1,GCA_015317755.1
Pseudomonas aeruginosa,PDS000095926.16,PDT001293710.3,GCA_023114065.3
Pseudomonas aeruginosa,PDS000066148.10,PDT000797916.5,
Pseudomonas aeruginosa,PDS000066143.12,PDT000797901.4,
Pseudomonas aeruginosa,PDS000105853.12,PDT001170262.4,GCA_021644605.4
Pseudomonas aeruginosa,PDS000179496.1,PDT001226038.4,
Pseudomonas aeruginosa,PDS000140250.8,PDT001670079.3,GCA_029420875.3
Pseudomonas aeruginosa,PDS000167545.6,PDT001207612.4,
Pseudomonas aeruginosa,PDS000112381.2,PDT002165100.1,
Pseudomonas aeruginosa,PDS000010419.1,PDT000096287.1,GCA_001449645.1
Pseudomonas aeruginosa,PDS000066113.1,PDT000797666.1,GCA_013619545.1
Pseudomonas aeruginosa,PDS000106360.1,PDT000400243.1,GCA_003698025.1
Pseudomonas aeruginosa,PDS000063375.1,PDT000749066.1,GCA_013169305.1
Pseudomonas aeruginosa,PDS000010288.6,PDT000410175.1,GCA_003813025.1
Pseudomonas aeruginosa,PDS000112141.1,PDT000923298.1,GCA_016338985.1
Pseudomonas aeruginosa,PDS000167276.1,PDT001993967.1,GCA_033873195.1
Pseudomonas aeruginosa,PDS000167326.1,PDT001993673.1,GCA_033895545.1
Pseudomonas aeruginosa,PDS000167331.2,PDT001994333.1,GCA_033887045.1
Pseudomonas aeruginosa,PDS000076785.3,PDT000923514.1,GCA_016343985.1
Pseudomonas aeruginosa,PDS000171002.1,PDT000768456.2,
Pseudomonas aeruginosa,PDS000112245.1,PDT001346679.1,
Pseudomonas aeruginosa,PDS000101717.4,PDT001238267.1,GCA_021891835.1
Pseudomonas aeruginosa,PDS000092765.1,PDT001087777.1,GCA_021651435.1
Pseudomonas aeruginosa,PDS000064433.2,PDT000767806.1,GCA_021681975.1
Pseudomonas aeruginosa,PDS000066111.1,PDT000797687.1,GCA_013619955.1
Pseudomonas aeruginosa,PDS000095369.7,PDT001127816.1,GCA_019911065.1
Pseudomonas aeruginosa,PDS000111724.2,PDT001682512.1,GCA_029606035.1
Pseudomonas aeruginosa,PDS000147969.3,PDT001758470.1,GCA_030068935.1
Pseudomonas aeruginosa,PDS000101684.2,PDT001210061.1,GCA_021600705.1
Pseudomonas aeruginosa,PDS000101698.4,PDT001997529.1,GCA_033929365.1
Pseudomonas aeruginosa,PDS000107999.1,PDT001286323.1,GCA_022998605.1
Pseudomonas aeruginosa,PDS000117122.1,PDT001406409.1,GCA_024833525.1
Pseudomonas aeruginosa,PDS000096118.1,PDT001134454.1,GCA_020036235.1
Pseudomonas aeruginosa,PDS000112287.1,PDT001346213.1,GCA_024738685.1
Pseudomonas aeruginosa,PDS000112251.1,PDT001346267.1,GCA_023937705.1
Pseudomonas aeruginosa,PDS000141394.1,PDT001682482.1,GCA_029605435.1
Pseudomonas aeruginosa,PDS000185342.1,PDT001343755.1,GCA_023961735.1
Pseudomonas aeruginosa,PDS000112124.1,PDT001344312.1,GCA_023944995.1
Pseudomonas aeruginosa,PDS000112133.1,PDT001344033.1,GCA_023951415.1
Pseudomonas aeruginosa,PDS000112136.1,PDT001344041.1,GCA_023951195.1
Pseudomonas aeruginosa,PDS000120638.1,PDT001451098.1,GCA_025661365.1
Pseudomonas aeruginosa,PDS000092724.2,PDT000152785.2,
Pseudomonas aeruginosa,PDS000152219.2,PDT001808907.1,GCA_030398215.1
Pseudomonas aeruginosa,PDS000117734.1,PDT001414012.1,GCA_025130375.1
Pseudomonas aeruginosa,PDS000117691.1,PDT001413953.1,GCA_025127555.1
Pseudomonas aeruginosa,PDS000133257.1,PDT001577943.1,GCA_027857325.1
Pseudomonas aeruginosa,PDS000145327.1,PDT001727377.1,GCA_029954775.1
Pseudomonas aeruginosa,PDS000126633.1,PDT001514315.1,GCA_026623365.1
Pseudomonas aeruginosa,PDS000122201.2,PDT001191810.2,
Pseudomonas aeruginosa,PDS000181321.2,PDT002145733.1,GCA_038438105.1
Pseudomonas aeruginosa,PDS000145585.2,PDT001730374.1,GCA_029988815.1
Pseudomonas aeruginosa,PDS000157961.1,PDT001877389.1,GCA_031206075.1
Pseudomonas aeruginosa,PDS000157970.1,PDT001877379.1,GCA_031205585.1
Pseudomonas aeruginosa,PDS000192873.1,PDT002320123.1,
Pseudomonas aeruginosa,PDS000192908.1,PDT002319930.1,
Pseudomonas aeruginosa,PDS000166608.1,PDT001984121.1,GCA_033664165.1
Pseudomonas aeruginosa,PDS000194344.2,PDT002344757.1,
Pseudomonas aeruginosa,PDS000186964.7,PDT002243914.1,
Pseudomonas aeruginosa,PDS000189143.1,PDT002265901.1,
Pseudomonas aeruginosa,PDS000082084.3,PDT000972514.1,GCA_016922695.1
Pseudomonas aeruginosa,PDS000040831.2,PDT000753993.1,GCA_021692915.1
Pseudomonas aeruginosa,PDS000064598.4,PDT000768333.1,
Pseudomonas aeruginosa,PDS000055538.4,PDT002320071.1,
Pseudomonas aeruginosa,PDS000012374.3,PDT000202809.2,
Pseudomonas aeruginosa,PDS000171006.1,PDT002042847.1,GCA_034813265.1
Pseudomonas aeruginosa,PDS000171017.1,PDT002042936.1,GCA_034811465.1
Pseudomonas aeruginosa,PDS000053881.2,PDT000747053.1,
Pseudomonas aeruginosa,PDS000122257.1,PDT000886609.2,
Pseudomonas aeruginosa,PDS000122274.1,PDT001191440.1,
Pseudomonas aeruginosa,PDS000083815.1,PDT000993173.1,GCA_021663495.1
Pseudomonas aeruginosa,PDS000064656.1,PDT000755604.1,
Pseudomonas aeruginosa,PDS000101714.2,PDT001210829.1,
Pseudomonas aeruginosa,PDS000125949.2,PDT001505077.1,GCA_026533495.1
