scientific_name,erd_group,target_acc,Sample_Name
Acinetobacter baumannii,PDS000005686.1,PDT000048855.1,PDT000048855_1
Acinetobacter baumannii,PDS000169734.2,PDT002025912.1,PDT002025912_1
Acinetobacter baumannii,PDS000120045.1,PDT001440275.1,PDT001440275_1
Acinetobacter baumannii,PDS000135603.1,PDT001602926.1,PDT001602926_1
Acinetobacter baumannii,PDS000044014.1,PDT000480310.1,PDT000480310_1
Acinetobacter baumannii,PDS000174680.3,PDT002094389.1,PDT002094389_1
Acinetobacter baumannii,PDS000111232.1,PDT001325636.1,PDT001325636_1
Acinetobacter baumannii,PDS000076239.2,PDT000714794.1,PDT000714794_1
Acinetobacter baumannii,PDS000054248.2,PDT001269940.1,PDT001269940_1
Acinetobacter baumannii,PDS000017921.2,PDT000274491.2,PDT000274491_2
Acinetobacter baumannii,PDS000105903.1,PDT001065586.1,PDT001065586_1
Acinetobacter baumannii,PDS000060519.2,PDT001603023.1,PDT001603023_1
Acinetobacter baumannii,PDS000047414.8,PDT000173871.2,PDT000173871_2
Acinetobacter baumannii,PDS000184574.1,PDT000623238.1,PDT000623238_1
Acinetobacter baumannii,PDS000180266.1,PDT002130006.1,PDT002130006_1
Acinetobacter baumannii,PDS000049658.8,PDT000570891.1,PDT000570891_1
Acinetobacter baumannii,PDS000092804.1,PDT000173839.2,PDT000173839_2
Acinetobacter baumannii,PDS000097994.5,PDT001163964.3,PDT001163964_3
Acinetobacter baumannii,PDS000157706.1,PDT001874244.1,PDT001874244_1
Acinetobacter baumannii,PDS000150944.1,PDT001792480.1,PDT001792480_1
Acinetobacter baumannii,PDS000078254.3,PDT000945235.2,PDT000945235_2
Acinetobacter baumannii,PDS000150695.1,PDT000660233.1,PDT000660233_1
Acinetobacter baumannii,PDS000076249.2,PDT000893049.1,PDT000893049_1
Acinetobacter baumannii,PDS000055372.3,PDT001278474.1,PDT001278474_1
Acinetobacter baumannii,PDS000173763.1,PDT002059580.1,PDT002059580_1
Acinetobacter baumannii,PDS000103471.1,PDT001231239.1,PDT001231239_1
Acinetobacter baumannii,PDS000060293.9,PDT002191053.1,PDT002191053_1
Acinetobacter baumannii,PDS000009778.4,PDT000173813.2,PDT000173813_2
Acinetobacter baumannii,PDS000100314.1,PDT001193479.1,PDT001193479_1
Acinetobacter baumannii,PDS000053897.2,PDT000747372.1,PDT000747372_1
Acinetobacter baumannii,PDS000152250.4,PDT000928408.3,PDT000928408_3
Acinetobacter baumannii,PDS000153812.1,PDT000837107.1,PDT000837107_1
Acinetobacter baumannii,PDS000191192.1,PDT002302015.1,PDT002302015_1
Acinetobacter baumannii,PDS000159187.1,PDT001889845.1,PDT001889845_1
Acinetobacter baumannii,PDS000170122.30,PDT000191246.1,PDT000191246_1
Acinetobacter baumannii,PDS000051824.1,PDT000605851.1,PDT000605851_1
Acinetobacter baumannii,PDS000046871.1,PDT000534405.1,PDT000534405_1
Acinetobacter baumannii,PDS000075026.55,PDT001366680.3,PDT001366680_3
Acinetobacter baumannii,PDS000012941.2,PDT000191305.1,PDT000191305_1
Acinetobacter baumannii,PDS000179532.1,PDT001253176.4,PDT001253176_4
Acinetobacter baumannii,PDS000173764.2,PDT002059870.1,PDT002059870_1
Acinetobacter baumannii,PDS000116420.23,PDT001456631.3,PDT001456631_3
Acinetobacter baumannii,PDS000135590.1,PDT001603028.1,PDT001603028_1
Enterobacter cloacae,PDS000053875.2,PDT000745551.1,PDT000745551_1
Enterobacter cloacae,PDS000139682.1,PDT001663513.1,PDT001663513_1
Enterobacter cloacae,PDS000084447.1,PDT001003088.1,PDT001003088_1
Enterobacter cloacae,PDS000189096.1,PDT002265193.1,PDT002265193_1
Enterobacter cloacae,PDS000080289.1,PDT000949243.1,PDT000949243_1
Enterobacter cloacae,PDS000179451.1,PDT001163990.4,PDT001163990_4
Enterobacter cloacae,PDS000189592.1,PDT002270488.1,PDT002270488_1
Enterobacter cloacae,PDS000179636.1,PDT002122437.1,PDT002122437_1
Enterobacter cloacae,PDS000053877.1,PDT000633696.1,PDT000633696_1
Enterobacter cloacae,PDS000136236.1,PDT001610872.1,PDT001610872_1
Enterobacter cloacae,PDS000140579.1,PDT001672920.1,PDT001672920_1
Enterobacter cloacae,PDS000077795.3,PDT000920100.1,PDT000920100_1
Enterobacter cloacae,PDS000112345.1,PDT001307611.1,PDT001307611_1
Enterobacter cloacae,PDS000108211.4,PDT001884710.1,PDT001884710_1
Enterobacter cloacae,PDS000179633.1,PDT002122481.1,PDT002122481_1
Enterobacter cloacae,PDS000183092.1,PDT002171237.1,PDT002171237_1
Enterobacter cloacae,PDS000108217.1,PDT001288781.1,PDT001288781_1
Enterobacter cloacae,PDS000073349.1,PDT000858019.1,PDT000858019_1
Enterobacter cloacae,PDS000104435.1,PDT001244421.1,PDT001244421_1
Enterobacter cloacae,PDS000124870.1,PDT001494561.1,PDT001494561_1
Enterobacter cloacae,PDS000019157.1,PDT000294162.1,PDT000294162_1
Enterobacter cloacae,PDS000192970.1,PDT002320835.1,PDT002320835_1
Enterobacter cloacae,PDS000150811.2,PDT001770099.2,PDT001770099_2
Enterobacter cloacae,PDS000106072.1,PDT001259289.1,PDT001259289_1
Enterobacter cloacae,PDS000108204.2,PDT001672811.1,PDT001672811_1
Enterobacter cloacae,PDS000140582.1,PDT000435203.1,PDT000435203_1
Enterobacter cloacae,PDS000184168.2,PDT002186432.1,PDT002186432_1
Enterobacter cloacae,PDS000136238.1,PDT001610847.1,PDT001610847_1
Enterobacter cloacae,PDS000073361.1,PDT000858316.1,PDT000858316_1
Enterobacter cloacae,PDS000115345.1,PDT001386329.1,PDT001386329_1
Enterobacter cloacae,PDS000143038.1,PDT001706259.1,PDT001706259_1
Enterobacter cloacae,PDS000129740.1,PDT001372867.1,PDT001372867_1
Enterobacter cloacae,PDS000179464.2,PDT001091079.5,PDT001091079_5
Enterobacter cloacae,PDS000091484.3,PDT001071433.1,PDT001071433_1
Enterobacter cloacae,PDS000169056.3,PDT002318290.1,PDT002318290_1
Enterobacter cloacae,PDS000103380.1,PDT001230165.1,PDT001230165_1
Enterobacter cloacae,PDS000120170.1,PDT001442174.1,PDT001442174_1
Enterobacter cloacae,PDS000189593.1,PDT002269778.1,PDT002269778_1
Enterobacter cloacae,PDS000090949.1,PDT001056435.1,PDT001056435_1
Enterobacter cloacae,PDS000106061.1,PDT001260509.1,PDT001260509_1
Enterobacter cloacae,PDS000174388.1,PDT001787015.2,PDT001787015_2
Enterobacter cloacae,PDS000185258.1,PDT002206012.1,PDT002206012_1
Enterobacter cloacae,PDS000187152.1,PDT002189000.1,PDT002189000_1
Enterobacter cloacae,PDS000064009.2,PDT000925083.1,PDT000925083_1
Enterobacter cloacae,PDS000102513.1,PDT001219524.1,PDT001219524_1
Enterobacter cloacae,PDS000129744.1,PDT001543765.1,PDT001543765_1
Enterobacter cloacae,PDS000099975.1,PDT001192585.1,PDT001192585_1
Enterobacter cloacae,PDS000104428.1,PDT001244200.1,PDT001244200_1
Enterobacter cloacae,PDS000105657.1,PDT001245028.1,PDT001245028_1
Enterobacter cloacae,PDS000106369.2,PDT000435167.1,PDT000435167_1
Enterobacter cloacae,PDS000045097.1,PDT000494603.1,PDT000494603_1
Enterobacter cloacae,PDS000193979.1,PDT002335216.1,PDT002335216_1
Enterobacter cloacae,PDS000181029.1,PDT001019301.1,PDT001019301_1
Enterobacter cloacae,PDS000040325.5,PDT001003113.1,PDT001003113_1
Enterobacter cloacae,PDS000101611.2,PDT001211504.1,PDT001211504_1
Enterobacter cloacae,PDS000080295.1,PDT000949252.1,PDT000949252_1
Enterobacter cloacae,PDS000106965.1,PDT001038393.1,PDT001038393_1
Enterobacter cloacae,PDS000121857.1,PDT001469870.1,PDT001469870_1
Enterobacter cloacae,PDS000175689.1,PDT002096729.2,PDT002096729_2
Enterobacter cloacae,PDS000080294.1,PDT000949247.1,PDT000949247_1
Enterobacter cloacae,PDS000102279.1,PDT001217242.1,PDT001217242_1
Enterobacter cloacae,PDS000104430.1,PDT001244176.1,PDT001244176_1
Enterobacter cloacae,PDS000047756.6,PDT000893409.1,PDT000893409_1
Enterobacter cloacae,PDS000073359.1,PDT000858319.1,PDT000858319_1
Enterobacter cloacae,PDS000109709.1,PDT001308157.1,PDT001308157_1
Enterobacter cloacae,PDS000040750.1,PDT000438139.1,PDT000438139_1
Enterobacter cloacae,PDS000073356.1,PDT000857742.1,PDT000857742_1
Enterobacter cloacae,PDS000178035.1,PDT002047298.1,PDT002047298_1
Enterobacter cloacae,PDS000075024.1,PDT000870216.2,PDT000870216_2
Enterobacter cloacae,PDS000039702.15,PDT000745482.1,PDT000745482_1
Enterobacter cloacae,PDS000041080.1,PDT000442322.1,PDT000442322_1
Enterobacter cloacae,PDS000149118.3,PDT001226542.4,PDT001226542_4
Enterobacter cloacae,PDS000121851.1,PDT001469816.1,PDT001469816_1
Enterobacter cloacae,PDS000081868.8,PDT000145825.4,PDT000145825_4
Enterobacter cloacae,PDS000153134.1,PDT001815772.1,PDT001815772_1
Enterobacter cloacae,PDS000084044.1,PDT000153270.1,PDT000153270_1
Enterobacter cloacae,PDS000041084.1,PDT000442337.1,PDT000442337_1
Enterobacter cloacae,PDS000085154.1,PDT001013120.1,PDT001013120_1
Enterobacter cloacae,PDS000169054.2,PDT002318283.1,PDT002318283_1
Enterobacter cloacae,PDS000179630.1,PDT002122453.1,PDT002122453_1
Enterobacter cloacae,PDS000056103.1,PDT000675161.1,PDT000675161_1
Enterobacter cloacae,PDS000075421.1,PDT000884337.1,PDT000884337_1
Enterobacter cloacae,PDS000040826.3,PDT001243343.1,PDT001243343_1
Enterobacter cloacae,PDS000140583.1,PDT001672831.1,PDT001672831_1
Enterobacter cloacae,PDS000100567.1,PDT001196942.1,PDT001196942_1
Enterobacter cloacae,PDS000149107.6,PDT001823739.2,PDT001823739_2
Enterobacter cloacae,PDS000097165.13,PDT001165465.4,PDT001165465_4
Enterobacter cloacae,PDS000108550.6,PDT001084320.6,PDT001084320_6
Enterobacter cloacae,PDS000076132.20,PDT001452534.4,PDT001452534_4
Enterobacter cloacae,PDS000148723.9,PDT001485151.4,PDT001485151_4
Enterobacter cloacae,PDS000102289.1,PDT001217045.1,PDT001217045_1
Enterobacter cloacae,PDS000111672.1,PDT001315879.1,PDT001315879_1
Enterobacter cloacae,PDS000139773.1,PDT001665197.1,PDT001665197_1
Enterobacter cloacae,PDS000112067.1,PDT001345476.1,PDT001345476_1
Enterobacter cloacae,PDS000108209.3,PDT001288219.1,PDT001288219_1
Enterobacter cloacae,PDS000175158.2,PDT001222629.4,PDT001222629_4
Enterobacter cloacae,PDS000188875.1,PDT002260712.1,PDT002260712_1
Enterobacter cloacae,PDS000103134.3,PDT001244222.1,PDT001244222_1
Enterobacter cloacae,PDS000076280.1,PDT000893351.1,PDT000893351_1
Enterobacter cloacae,PDS000104414.1,PDT001245089.1,PDT001245089_1
Enterobacter cloacae,PDS000040743.1,PDT000437934.1,PDT000437934_1
Enterobacter cloacae,PDS000149113.6,PDT001233338.4,PDT001233338_4
Enterobacter cloacae,PDS000080293.1,PDT000949231.1,PDT000949231_1
Enterobacter cloacae,PDS000074603.1,PDT000870684.1,PDT000870684_1
Enterobacter cloacae,PDS000115349.1,PDT001386055.1,PDT001386055_1
Enterobacter cloacae,PDS000142033.1,PDT001691135.1,PDT001691135_1
Enterobacter cloacae,PDS000040748.1,PDT000438202.1,PDT000438202_1
Enterobacter cloacae,PDS000179454.1,PDT001451579.4,PDT001451579_4
Enterobacter cloacae,PDS000166303.1,PDT001178825.1,PDT001178825_1
Enterobacter cloacae,PDS000091229.11,PDT001064231.1,PDT001064231_1
Enterobacter cloacae,PDS000142034.2,PDT001691140.1,PDT001691140_1
Enterobacter cloacae,PDS000141835.3,PDT001615314.3,PDT001615314_3
Enterobacter cloacae,PDS000040858.1,PDT000441851.1,PDT000441851_1
Enterobacter cloacae,PDS000113988.23,PDT001744402.3,PDT001744402_3
Enterobacter cloacae,PDS000099971.1,PDT001192571.1,PDT001192571_1
Enterobacter cloacae,PDS000150404.1,PDT001785671.1,PDT001785671_1
Enterobacter cloacae,PDS000143039.1,PDT001706341.1,PDT001706341_1
Enterobacter cloacae,PDS000053878.1,PDT000634199.1,PDT000634199_1
Enterobacter cloacae,PDS000112062.1,PDT001345499.1,PDT001345499_1
Enterobacter cloacae,PDS000159019.1,PDT001884749.1,PDT001884749_1
Enterobacter cloacae,PDS000169055.2,PDT002318291.1,PDT002318291_1
Enterobacter cloacae,PDS000075285.1,PDT000881056.1,PDT000881056_1
Enterobacter cloacae,PDS000080296.1,PDT000675659.1,PDT000675659_1
Enterobacter cloacae,PDS000079813.1,PDT000943998.1,PDT000943998_1
Enterobacter cloacae,PDS000155626.3,PDT001779594.2,PDT001779594_2
Enterobacter cloacae,PDS000115343.1,PDT001385995.1,PDT001385995_1
Enterobacter cloacae,PDS000109635.3,PDT001307891.1,PDT001307891_1
Enterobacter cloacae,PDS000101945.1,PDT001211529.1,PDT001211529_1
Enterobacter cloacae,PDS000061020.1,PDT000720922.1,PDT000720922_1
Enterobacter cloacae,PDS000109704.2,PDT000435310.1,PDT000435310_1
Enterobacter cloacae,PDS000101609.9,PDT001244195.1,PDT001244195_1
Enterobacter cloacae,PDS000098714.2,PDT001260421.1,PDT001260421_1
Enterobacter cloacae,PDS000015759.3,PDT000759828.1,PDT000759828_1
Enterobacter cloacae,PDS000073352.1,PDT000857894.1,PDT000857894_1
Enterobacter cloacae,PDS000109706.1,PDT001308010.1,PDT001308010_1
Enterobacter cloacae,PDS000040857.1,PDT000442638.1,PDT000442638_1
Enterobacter cloacae,PDS000049682.1,PDT000570916.1,PDT000570916_1
Enterobacter cloacae,PDS000185840.1,PDT001726248.5,PDT001726248_5
Enterobacter cloacae,PDS000063206.1,PDT000746312.1,PDT000746312_1
Enterobacter cloacae,PDS000193237.1,PDT002139501.1,PDT002139501_1
Enterobacter cloacae,PDS000180670.1,PDT002135476.1,PDT002135476_1
Enterobacter cloacae,PDS000040501.8,PDT000434561.1,PDT000434561_1
Enterobacter cloacae,PDS000065630.7,PDT000441863.1,PDT000441863_1
Enterobacter cloacae,PDS000098042.1,PDT001164992.1,PDT001164992_1
Enterobacter cloacae,PDS000114522.1,PDT001370516.1,PDT001370516_1
Enterobacter cloacae,PDS000039597.1,PDT000424886.1,PDT000424886_1
Enterobacter cloacae,PDS000109637.2,PDT001672927.1,PDT001672927_1
Enterobacter cloacae,PDS000074599.1,PDT000870759.1,PDT000870759_1
Enterobacter cloacae,PDS000111640.1,PDT001336966.1,PDT001336966_1
Enterobacter cloacae,PDS000106083.1,PDT001259566.1,PDT001259566_1
Enterobacter cloacae,PDS000061422.2,PDT000727064.1,PDT000727064_1
Enterobacter cloacae,PDS000106067.1,PDT001259978.1,PDT001259978_1
Enterobacter cloacae,PDS000106075.1,PDT001259911.1,PDT001259911_1
Enterobacter cloacae,PDS000052977.1,PDT000620536.1,PDT000620536_1
Enterobacter cloacae,PDS000159020.1,PDT001288464.1,PDT001288464_1
Enterobacter cloacae,PDS000098713.1,PDT000715233.1,PDT000715233_1
Enterobacter cloacae,PDS000179631.1,PDT002122365.1,PDT002122365_1
Enterobacter cloacae,PDS000112065.1,PDT001345401.1,PDT001345401_1
Enterobacter cloacae,PDS000104418.1,PDT001244348.1,PDT001244348_1
Enterobacter cloacae,PDS000148712.3,PDT001955740.1,PDT001955740_1
Enterobacter cloacae,PDS000103379.1,PDT001230163.1,PDT001230163_1
Enterobacter cloacae,PDS000102293.1,PDT001216373.1,PDT001216373_1
Enterobacter cloacae,PDS000099986.1,PDT001191924.1,PDT001191924_1
Enterobacter cloacae,PDS000008315.1,PDT000070347.1,PDT000070347_1
Enterobacter cloacae,PDS000050898.1,PDT000589751.1,PDT000589751_1
Enterobacter cloacae,PDS000148721.7,PDT000901791.4,PDT000901791_4
Enterobacter cloacae,PDS000101944.1,PDT001211544.1,PDT001211544_1
Enterobacter cloacae,PDS000063210.1,PDT000745791.1,PDT000745791_1
Enterobacter cloacae,PDS000061021.1,PDT000720938.1,PDT000720938_1
Enterobacter cloacae,PDS000112068.1,PDT001345393.1,PDT001345393_1
Enterobacter cloacae,PDS000102512.1,PDT001219547.1,PDT001219547_1
Enterobacter cloacae,PDS000040758.1,PDT000438078.1,PDT000438078_1
Enterobacter cloacae,PDS000108202.1,PDT001288736.1,PDT001288736_1
Enterobacter cloacae,PDS000102296.1,PDT001216387.1,PDT001216387_1
Enterobacter cloacae,PDS000194409.1,PDT002338487.1,PDT002338487_1
Enterobacter cloacae,PDS000075025.1,PDT000870279.2,PDT000870279_2
Enterobacter cloacae,PDS000171157.1,PDT002044355.1,PDT002044355_1
Enterobacter cloacae,PDS000136560.4,PDT001257936.3,PDT001257936_3
Enterobacter cloacae,PDS000136235.1,PDT001610830.1,PDT001610830_1
Enterobacter cloacae,PDS000149650.2,PDT001273710.1,PDT001273710_1
Enterobacter cloacae,PDS000148714.6,PDT001468766.4,PDT001468766_4
Enterobacter cloacae,PDS000100536.1,PDT001196826.1,PDT001196826_1
Enterobacter cloacae,PDS000050896.3,PDT000590061.1,PDT000590061_1
Enterobacter cloacae,PDS000104413.1,PDT001227334.1,PDT001227334_1
Enterobacter cloacae,PDS000141030.1,PDT001651742.1,PDT001651742_1
Enterobacter cloacae,PDS000072654.2,PDT000849148.1,PDT000849148_1
Enterobacter cloacae,PDS000170591.1,PDT002037036.1,PDT002037036_1
Enterobacter cloacae,PDS000079812.1,PDT000943980.1,PDT000943980_1
Enterobacter cloacae,PDS000181030.1,PDT001487472.4,PDT001487472_4
Enterobacter cloacae,PDS000102457.1,PDT001218006.1,PDT001218006_1
Enterobacter cloacae,PDS000064013.1,PDT000759858.1,PDT000759858_1
Enterobacter cloacae,PDS000190062.1,PDT002277545.1,PDT002277545_1
Enterobacter cloacae,PDS000073350.6,PDT000899053.1,PDT000899053_1
Enterobacter cloacae,PDS000179449.1,PDT001165615.4,PDT001165615_4
Enterobacter cloacae,PDS000083365.2,PDT000986841.1,PDT000986841_1
Enterobacter cloacae,PDS000190059.1,PDT002280180.1,PDT002280180_1
Enterobacter cloacae,PDS000170590.1,PDT002036806.1,PDT002036806_1
Enterobacter cloacae,PDS000080292.1,PDT000674858.1,PDT000674858_1
Enterobacter cloacae,PDS000194334.1,PDT002269787.1,PDT002269787_1
Enterobacter cloacae,PDS000074598.1,PDT000870766.1,PDT000870766_1
Enterobacter cloacae,PDS000174242.1,PDT002081192.1,PDT002081192_1
Enterobacter cloacae,PDS000174342.1,PDT001858379.2,PDT001858379_2
Enterobacter cloacae,PDS000104431.1,PDT001244353.1,PDT001244353_1
Enterobacter cloacae,PDS000179452.1,PDT001690797.4,PDT001690797_4
Enterobacter cloacae,PDS000106069.1,PDT001260033.1,PDT001260033_1
Enterobacter cloacae,PDS000179629.1,PDT002122410.1,PDT002122410_1
Enterobacter cloacae,PDS000106078.1,PDT001259809.1,PDT001259809_1
Enterobacter cloacae,PDS000153135.1,PDT001815773.1,PDT001815773_1
Enterobacter cloacae,PDS000185841.1,PDT001726306.5,PDT001726306_5
Enterobacter cloacae,PDS000149096.2,PDT001366542.1,PDT001366542_1
Enterobacter cloacae,PDS000175817.1,PDT002097530.1,PDT002097530_1
Enterobacter cloacae,PDS000188178.1,PDT002123392.1,PDT002123392_1
Enterobacter cloacae,PDS000149108.4,PDT000218039.4,PDT000218039_4
Enterobacter cloacae,PDS000164016.2,PDT000727107.1,PDT000727107_1
Enterobacter cloacae,PDS000063208.1,PDT000746286.1,PDT000746286_1
Enterobacter cloacae,PDS000135895.1,PDT000065099.4,PDT000065099_4
Enterobacter cloacae,PDS000189097.1,PDT002265049.1,PDT002265049_1
Enterobacter cloacae,PDS000089308.2,PDT001273594.1,PDT001273594_1
Enterobacter cloacae,PDS000161580.4,PDT001917424.2,PDT001917424_2
Enterobacter cloacae,PDS000115356.1,PDT001385930.1,PDT001385930_1
Enterobacter cloacae,PDS000104415.1,PDT001244877.1,PDT001244877_1
Enterobacter cloacae,PDS000056100.6,PDT000675389.1,PDT000675389_1
Enterobacter cloacae,PDS000179459.1,PDT001157498.7,PDT001157498_7
Enterobacter cloacae,PDS000079816.1,PDT000943932.1,PDT000943932_1
Enterobacter cloacae,PDS000192171.1,PDT002304978.1,PDT002304978_1
Enterobacter cloacae,PDS000104427.1,PDT001243492.1,PDT001243492_1
Enterobacter cloacae,PDS000106076.1,PDT001260240.1,PDT001260240_1
Enterobacter cloacae,PDS000179461.1,PDT001172760.1,PDT001172760_1
Enterobacter cloacae,PDS000194184.1,PDT002335656.1,PDT002335656_1
Enterobacter cloacae,PDS000114524.1,PDT001370585.1,PDT001370585_1
Enterobacter cloacae,PDS000061406.1,PDT000727061.1,PDT000727061_1
Enterobacter cloacae,PDS000008356.3,PDT000136676.2,PDT000136676_2
Enterobacter cloacae,PDS000092438.1,PDT001083267.1,PDT001083267_1
Enterobacter cloacae,PDS000075023.1,PDT000870175.2,PDT000870175_2
Enterobacter cloacae,PDS000101610.1,PDT001205889.1,PDT001205889_1
Enterobacter cloacae,PDS000096659.1,PDT000929671.1,PDT000929671_1
Enterobacter cloacae,PDS000040326.2,PDT000431993.1,PDT000431993_1
Enterobacter cloacae,PDS000008329.1,PDT000130168.1,PDT000130168_1
Enterobacter cloacae,PDS000092380.1,PDT001082030.1,PDT001082030_1
Enterobacter cloacae,PDS000138655.1,PDT000759826.1,PDT000759826_1
Enterobacter cloacae,PDS000040749.1,PDT000438206.1,PDT000438206_1
Enterobacter cloacae,PDS000153140.1,PDT001815792.1,PDT001815792_1
Enterobacter cloacae,PDS000179457.1,PDT001145884.6,PDT001145884_6
Enterobacter cloacae,PDS000074605.1,PDT000870742.1,PDT000870742_1
Enterobacter cloacae,PDS000189095.1,PDT002265171.1,PDT002265171_1
Enterobacter cloacae,PDS000098711.2,PDT001243612.1,PDT001243612_1
Enterobacter cloacae,PDS000119512.1,PDT001273845.1,PDT001273845_1
Enterobacter cloacae,PDS000101271.3,PDT001211531.1,PDT001211531_1
Enterobacter cloacae,PDS000101613.1,PDT000727025.1,PDT000727025_1
Enterobacter cloacae,PDS000106079.1,PDT001259506.1,PDT001259506_1
Enterobacter cloacae,PDS000051807.3,PDT000870706.1,PDT000870706_1
Enterobacter cloacae,PDS000148717.8,PDT001700680.1,PDT001700680_1
Enterobacter cloacae,PDS000063528.1,PDT000538138.1,PDT000538138_1
Enterobacter cloacae,PDS000121861.1,PDT001469850.1,PDT001469850_1
Enterobacter cloacae,PDS000106062.1,PDT001259636.1,PDT001259636_1
Enterobacter cloacae,PDS000112064.1,PDT001345448.1,PDT001345448_1
Enterobacter cloacae,PDS000078290.1,PDT000924967.1,PDT000924967_1
Enterobacter cloacae,PDS000040761.2,PDT000438099.1,PDT000438099_1
Enterobacter cloacae,PDS000061412.9,PDT000727157.1,PDT000727157_1
Enterobacter cloacae,PDS000103133.2,PDT001243372.1,PDT001243372_1
Enterobacter cloacae,PDS000063203.1,PDT000745722.1,PDT000745722_1
Enterobacter cloacae,PDS000099988.1,PDT001191941.1,PDT001191941_1
Enterobacter cloacae,PDS000150405.2,PDT001739635.2,PDT001739635_2
Enterobacter cloacae,PDS000061420.1,PDT000727238.1,PDT000727238_1
Enterobacter cloacae,PDS000149112.6,PDT001373681.4,PDT001373681_4
Enterobacter cloacae,PDS000097492.10,PDT001519622.1,PDT001519622_1
Enterobacter cloacae,PDS000075624.1,PDT000888339.1,PDT000888339_1
Enterobacter cloacae,PDS000153138.1,PDT001815787.1,PDT001815787_1
Enterobacter cloacae,PDS000104416.1,PDT001245076.1,PDT001245076_1
Enterobacter cloacae,PDS000102960.1,PDT001224812.1,PDT001224812_1
Enterobacter cloacae,PDS000040859.1,PDT000441847.1,PDT000441847_1
Enterobacter cloacae,PDS000075284.1,PDT000881051.1,PDT000881051_1
Enterobacter cloacae,PDS000102798.1,PDT001222797.1,PDT001222797_1
Enterobacter cloacae,PDS000104412.7,PDT000924981.1,PDT000924981_1
Enterobacter cloacae,PDS000179635.1,PDT002122439.1,PDT002122439_1
Enterobacter cloacae,PDS000008406.20,PDT000136691.2,PDT000136691_2
Enterobacter cloacae,PDS000056099.1,PDT000675528.1,PDT000675528_1
Enterobacter cloacae,PDS000109708.1,PDT001308125.1,PDT001308125_1
Enterobacter cloacae,PDS000106064.1,PDT001259585.1,PDT001259585_1
Enterobacter cloacae,PDS000148713.12,PDT001327930.4,PDT001327930_4
Enterobacter cloacae,PDS000106070.1,PDT001260079.1,PDT001260079_1
Enterobacter cloacae,PDS000152507.1,PDT001809199.1,PDT001809199_1
Enterobacter cloacae,PDS000179462.1,PDT001164230.4,PDT001164230_4
Enterobacter cloacae,PDS000121604.1,PDT001469319.1,PDT001469319_1
Enterobacter cloacae,PDS000100537.1,PDT001196810.1,PDT001196810_1
Enterobacter cloacae,PDS000055663.1,PDT000663726.1,PDT000663726_1
Enterobacter cloacae,PDS000175159.3,PDT001079859.4,PDT001079859_4
Enterobacter cloacae,PDS000190061.1,PDT001228209.1,PDT001228209_1
Enterobacter cloacae,PDS000161984.2,PDT001926780.1,PDT001926780_1
Enterobacter cloacae,PDS000106968.1,PDT001038459.1,PDT001038459_1
Enterobacter cloacae,PDS000106967.1,PDT001273553.1,PDT001273553_1
Enterobacter cloacae,PDS000073357.1,PDT000858518.1,PDT000858518_1
Enterobacter cloacae,PDS000149102.3,PDT001019283.4,PDT001019283_4
Enterobacter cloacae,PDS000079815.2,PDT000943972.1,PDT000943972_1
Enterobacter cloacae,PDS000056104.2,PDT000949273.1,PDT000949273_1
Enterobacter cloacae,PDS000046460.1,PDT000136619.2,PDT000136619_2
Enterobacter cloacae,PDS000063438.1,PDT000749238.1,PDT000749238_1
Enterobacter cloacae,PDS000190063.1,PDT002280177.1,PDT002280177_1
Enterobacter cloacae,PDS000153139.1,PDT001815790.1,PDT001815790_1
Enterobacter cloacae,PDS000061411.1,PDT000727257.1,PDT000727257_1
Enterobacter cloacae,PDS000012526.11,PDT000276515.2,PDT000276515_2
Enterobacter cloacae,PDS000109636.2,PDT001307940.1,PDT001307940_1
Enterobacter cloacae,PDS000108213.1,PDT001288872.1,PDT001288872_1
Enterobacter cloacae,PDS000041082.1,PDT000444066.1,PDT000444066_1
Enterobacter cloacae,PDS000064015.1,PDT000759864.1,PDT000759864_1
Enterobacter cloacae,PDS000050908.4,PDT000590089.1,PDT000590089_1
Enterobacter cloacae,PDS000189094.1,PDT002265276.1,PDT002265276_1
Enterobacter cloacae,PDS000104425.1,PDT001227595.1,PDT001227595_1
Enterobacter cloacae,PDS000103766.5,PDT001233335.3,PDT001233335_3
Enterobacter cloacae,PDS000090948.1,PDT001056434.1,PDT001056434_1
Enterobacter cloacae,PDS000115342.1,PDT001385968.1,PDT001385968_1
Enterobacter cloacae,PDS000129735.1,PDT001372868.1,PDT001372868_1
Enterobacter cloacae,PDS000163225.2,PDT001981695.1,PDT001981695_1
Enterobacter cloacae,PDS000073360.1,PDT000858334.1,PDT000858334_1
Enterobacter cloacae,PDS000174387.2,PDT001599858.4,PDT001599858_4
Enterobacter cloacae,PDS000104423.4,PDT001196559.1,PDT001196559_1
Enterobacter cloacae,PDS000064016.1,PDT000759841.1,PDT000759841_1
Enterobacter cloacae,PDS000149099.5,PDT001591651.4,PDT001591651_4
Enterobacter cloacae,PDS000140581.1,PDT000435230.1,PDT000435230_1
Enterobacter cloacae,PDS000103136.3,PDT001227764.1,PDT001227764_1
Enterobacter cloacae,PDS000103135.2,PDT001244442.1,PDT001244442_1
Enterobacter cloacae,PDS000106074.1,PDT001260210.1,PDT001260210_1
Enterobacter cloacae,PDS000074607.1,PDT000870768.1,PDT000870768_1
