target_acc,asm_acc
PDT000438300.1,
PDT000425233.1,
PDT000423727.1,GCA_022294435.1
PDT000423746.1,GCA_022294135.1
PDT001193815.1,
PDT000442269.1,GCA_022235785.1
PDT000537600.1,
PDT000536513.1,
PDT000577603.1,
PDT000536182.1,
PDT000761877.1,
PDT000543383.1,GCA_902161485.1
PDT002335145.1,GCA_041424055.1
PDT000452265.1,
PDT000452257.1,
PDT000318259.1,GCA_900407245.1
PDT002369887.2,GCA_041860595.1
PDT001091740.1,
PDT001091613.1,GCA_021929895.1
PDT000613893.1,
PDT000613725.1,
PDT000613982.1,
PDT000613540.1,
PDT000614076.1,
PDT000736013.1,GCA_022180765.1
PDT000921112.1,GCA_022030195.1
PDT000723867.1,GCA_022183685.1
PDT000613950.1,
PDT000884427.1,
PDT000632469.1,
PDT000595176.1,GCA_900559555.1
PDT000653033.1,GCA_022206945.1
PDT000746474.1,
PDT000873191.1,
PDT000885180.1,
PDT001192354.1,
PDT001192301.1,
PDT000884448.1,
PDT001194292.1,
PDT001194152.1,
PDT001194190.1,
PDT001192061.1,
PDT001558791.1,
PDT000922336.1,
PDT001021724.1,GCA_021951915.1
PDT001216936.1,
PDT000620562.1,
PDT000636098.1,GCA_022210025.1
PDT000662924.1,GCA_902508035.1
PDT002292018.1,GCA_041038045.1
PDT000716711.1,
PDT000716652.1,
PDT001216849.1,
PDT001468997.1,
PDT001216836.1,
PDT001587140.1,
PDT001586684.1,
PDT001548846.1,
PDT001587247.1,
PDT001588704.1,
PDT001128415.2,GCA_019927765.1
PDT001586703.1,
PDT001468919.1,
PDT001587583.1,
PDT001777371.1,
PDT001660938.1,GCA_029217775.1
PDT000749134.1,GCA_022175845.1
PDT000749109.1,
PDT000675423.1,
PDT000946999.1,
PDT001289612.1,GCA_023025565.1
PDT001369544.1,
PDT001265158.1,
PDT001188814.1,GCA_021896635.1
PDT001141310.1,GCA_916164145.1
PDT001525297.3,GCA_026888235.3
PDT001411266.1,GCA_025103725.1
PDT001958050.1,
PDT001198700.1,
PDT001905150.1,
PDT001903072.1,GCA_032136575.1
PDT001903267.1,GCA_032131395.1
PDT001903220.1,
PDT001266287.1,
PDT002009136.1,GCA_034026455.1
PDT001360466.1,GCA_926498715.1
PDT001360442.1,GCA_926287635.1
PDT001371758.1,
PDT002315226.1,
PDT002278523.1,
PDT001373257.1,GCA_024489735.1
PDT001185270.2,GCA_905337835.2
PDT001345571.1,GCA_024273355.1
PDT001956276.1,
PDT001494046.1,GCA_026340415.1
PDT001493205.1,GCA_026354995.1
PDT001283938.1,
PDT001769471.1,GCA_947576835.1
PDT001551525.1,GCA_027908975.1
PDT001736359.1,GCA_949630105.1
PDT001820178.1,GCA_956465475.1
PDT001861633.1,GCA_956476435.1
PDT001864163.1,GCA_956482615.1
PDT001861511.1,GCA_956479815.1
PDT001864290.1,GCA_959610445.1
PDT002346867.1,GCA_964237705.1
PDT002246046.1,GCA_964194195.1
PDT002279450.1,GCA_964207225.1
PDT002335333.1,
PDT000070809.1,GCA_001067955.1
PDT002305294.1,
PDT000820970.1,GCA_014283125.1
PDT001491365.1,
PDT000852575.1,GCA_014835005.1
PDT001418225.3,GCA_028057715.3
PDT002260245.1,GCA_040779145.1
PDT001974684.1,GCA_029749115.3
PDT002265353.1,
PDT002138335.1,GCA_038156045.1
PDT002086235.1,GCA_036857115.1
PDT002168207.1,GCA_039650355.1
PDT000852504.1,GCA_014833605.1
PDT002136046.1,
PDT000898103.1,GCA_022036075.1
PDT001954217.2,GCA_033087915.2
PDT001848091.1,GCA_031009445.1
PDT001354261.3,GCA_024189195.3
PDT001485191.2,GCA_026182365.2
PDT001271235.3,GCA_022635935.3
PDT001726426.3,GCA_031035595.2
PDT001874960.2,GCA_031237265.2
PDT001941370.1,GCA_032760295.1
PDT001404048.1,GCA_028058335.1
PDT002206004.1,GCA_040184135.1
PDT000866425.1,
PDT001100874.1,
PDT000437160.1,GCA_022259795.1
PDT000262329.1,GCA_002751695.1
PDT000262348.1,GCA_002753355.1
PDT000433207.1,GCA_022273205.1
PDT000874552.1,GCA_022091355.1
PDT000876156.1,GCA_022062185.1
PDT000876066.1,GCA_022063765.1
PDT000875831.1,
PDT000277129.1,GCA_002866585.1
PDT000435488.1,GCA_022263515.1
PDT001007044.1,GCA_017974315.1
PDT000411367.1,GCA_003830255.1
PDT000920779.1,GCA_016138935.1
PDT000932892.1,GCA_016617285.1
PDT000591658.1,
PDT000884745.1,GCA_015266045.1
PDT000715213.1,GCA_022193265.1
PDT000628299.1,GCA_022212685.1
PDT001288337.1,GCA_023040275.1
PDT001308105.1,GCA_023450555.1
PDT001411272.1,GCA_025083075.1
PDT001411115.1,GCA_025096185.1
PDT000716260.1,
PDT000716272.1,
PDT002094472.1,GCA_036904255.1
PDT001100876.1,GCA_022010435.1
PDT002278342.1,
PDT000276050.1,GCA_002851115.1
PDT000809705.1,GCA_014170015.1
PDT000871229.1,GCA_022126865.1
PDT000535806.1,GCA_022323645.1
PDT000906240.1,
PDT000879532.1,
PDT000858499.1,GCA_022149085.1
PDT000857933.1,GCA_022165125.1
PDT000852569.1,GCA_014834875.1
PDT000992748.1,GCA_017597025.1
PDT001655902.1,GCA_029081955.1
PDT001378243.1,GCA_024517575.1
PDT001007102.1,GCA_017975475.1
PDT002102132.1,GCA_037054065.1
PDT002019018.1,GCA_034196275.1
PDT002230812.1,GCA_040305645.1
PDT001263619.1,GCA_022550085.1
PDT000210747.1,GCA_002152635.1
PDT001958672.1,GCA_033119465.1
PDT001868407.1,GCA_030972305.1
PDT001110135.1,GCA_022012175.1
PDT002042391.1,GCA_034739715.1
PDT000925162.1,
PDT001260148.1,GCA_022520515.1
PDT001282347.2,GCA_022849645.1
PDT001226980.1,GCA_021515535.1
PDT001191556.2,
PDT000786712.1,GCA_022171365.1
PDT001243617.1,GCA_022159525.1
PDT001244532.1,GCA_022150525.1
PDT001289634.1,GCA_023025145.1
PDT001289754.1,GCA_023022685.1
PDT001289562.1,GCA_023026505.1
PDT001296769.1,GCA_023208235.1
PDT000750232.1,GCA_022175005.1
PDT001317637.1,GCA_023589765.1
PDT001261249.1,GCA_022499445.1
PDT001300260.1,GCA_023241895.1
PDT001512486.1,GCA_026619965.1
PDT001302675.1,GCA_023273255.1
PDT001663508.1,GCA_029644845.1
PDT001359343.1,GCA_024238655.1
PDT002371008.1,GCA_041860875.1
PDT002369426.1,GCA_041858985.1
PDT002058733.1,GCA_035871535.1
PDT001771689.1,GCA_030190495.1
PDT001558381.1,GCA_027610685.1
PDT001558337.1,GCA_027611025.1
PDT001049028.1,GCA_021941715.1
PDT001985624.1,GCA_033564015.1
PDT000884487.1,
PDT001485888.1,GCA_026163015.1
PDT001416346.1,GCA_025176665.1
PDT002373673.1,GCA_041861325.1
PDT001580413.1,GCA_027949685.1
PDT002347500.1,
PDT001940609.1,GCA_032764645.1
PDT002122777.1,GCA_037545385.1
PDT001655785.1,GCA_029076245.1
PDT001381360.1,GCA_024586725.1
PDT002156971.1,
PDT001700017.1,GCA_029854575.1
PDT001736361.1,GCA_030011575.1
PDT001807263.1,GCA_030380545.1
PDT002064408.1,GCA_036066895.1
PDT002373730.1,GCA_041862685.1
PDT001865939.1,GCA_030911445.1
PDT002056594.1,GCA_035819095.1
PDT001971263.1,GCA_033337265.1
PDT002115674.1,GCA_037204465.1
PDT001993612.1,GCA_033807415.1
PDT002292059.1,GCA_041038865.1
PDT001927045.1,GCA_032720995.1
PDT002041735.1,GCA_034725335.1
PDT002042030.1,GCA_034731595.1
PDT002019361.1,GCA_034223615.1
PDT002044253.1,GCA_034863805.1
PDT001019718.1,GCA_021967595.1
PDT002129376.1,
PDT000414014.1,GCA_003856355.1
PDT000097269.1,GCA_001463105.1
PDT001244750.1,GCA_022104695.1
PDT001011196.1,GCA_021979895.1
PDT002369418.1,GCA_041857125.1
PDT002160491.1,GCA_039606775.1
PDT002292322.1,GCA_041043545.1
PDT002171221.1,GCA_039681635.1
PDT002160555.1,GCA_039608295.1
PDT002178506.1,GCA_039848125.1
PDT000398380.1,GCA_003688865.1
PDT002255768.1,
PDT002255659.1,
PDT002245718.1,
PDT001861731.1,GCA_956477475.1
PDT001357578.1,GCA_024198935.1
PDT001396989.1,GCA_024734175.1
PDT002373013.1,
PDT000538352.1,GCA_022320025.1
PDT001003138.1,GCA_021986715.1
PDT001003186.1,GCA_021985915.1
PDT000746710.1,
PDT000535638.1,GCA_022328365.1
PDT000441137.1,GCA_022244735.1
PDT000131544.1,GCA_900085345.1
PDT001706371.1,GCA_030779405.1
PDT001368875.1,GCA_024455145.1
PDT001704375.1,GCA_034684665.1
PDT001706260.1,GCA_030784695.1
PDT001214097.1,GCA_021853195.1
PDT001481616.1,GCA_026006035.1
PDT002376713.1,
PDT000369380.1,GCA_900514825.1
PDT001385178.1,GCA_025044135.1
PDT000370059.1,GCA_900502875.1
PDT000440985.1,GCA_022247065.1
PDT000438218.1,
PDT000440036.1,
PDT000438280.1,
PDT000438283.1,
PDT000425313.1,
PDT000425305.1,
PDT000425205.1,
PDT000423536.1,GCA_022297775.1
PDT000423553.1,GCA_022297415.1
PDT000536537.1,
PDT000577672.1,
PDT000577652.1,
PDT000440757.1,
PDT000250260.1,GCA_900205365.1
PDT000716689.1,
PDT001198581.1,
PDT001091834.1,GCA_021926405.1
PDT001091654.1,GCA_021929235.1
PDT001092208.1,GCA_021920105.1
PDT000613979.1,
PDT001204115.1,
PDT000798678.1,
PDT000763240.1,
PDT000989448.1,GCA_021995555.1
PDT000614324.1,
PDT000613670.1,
PDT001224804.1,GCA_021809865.1
PDT000361093.1,GCA_900498855.1
PDT000747466.1,
PDT000747411.1,
PDT000633283.1,
PDT000882627.1,
PDT000887410.1,
PDT001558739.1,
PDT000892220.1,
PDT000920472.1,
PDT001548903.1,
PDT000369568.1,GCA_900513985.1
PDT000369337.1,GCA_900513215.1
PDT001269080.1,
PDT000662930.1,GCA_902508105.1
PDT001266127.1,
PDT001216864.1,
PDT001469070.1,
PDT001587347.1,
PDT001587566.1,
PDT001586670.1,
PDT001777266.1,
PDT001587375.1,
PDT001777392.1,
PDT001587474.1,
PDT001979153.1,GCA_033550795.1
PDT001094854.1,GCA_021909575.1
PDT001336477.1,GCA_903935995.1
PDT000944348.1,
PDT001267554.1,
PDT001267361.1,
PDT001265419.1,
PDT000370500.1,GCA_900506585.1
PDT000370413.1,GCA_900503445.1
PDT000370140.1,GCA_900503015.1
PDT001266375.1,
PDT000637206.1,GCA_009710355.1
PDT001266851.1,
PDT001289807.1,GCA_023021705.1
PDT001011561.1,GCA_021975195.1
PDT001071389.1,GCA_021938755.1
PDT001091595.1,GCA_021930255.1
PDT000489854.1,GCA_900776155.1
PDT001094159.1,
PDT001905061.1,
PDT001902997.1,
PDT002381573.1,GCA_041902815.1
PDT001905109.1,GCA_032068165.1
PDT001265182.1,
PDT001317750.1,GCA_023602265.1
PDT001208197.1,GCA_021862905.1
PDT002373726.1,GCA_041861855.1
PDT000920660.1,GCA_016136555.1
PDT002300385.1,
PDT002278695.1,
PDT002332936.1,
PDT001957614.1,
PDT001449720.1,GCA_947047335.1
PDT001049142.1,GCA_021939115.1
PDT001610654.1,GCA_028562255.1
PDT001592199.1,GCA_947660825.1
PDT001585415.1,GCA_028094415.1
PDT001954055.1,GCA_033093945.1
PDT001736354.1,GCA_949549405.1
PDT001861606.1,GCA_956476415.1
PDT001861743.1,GCA_956477855.1
PDT001861625.1,GCA_956476855.1
PDT001960814.1,GCA_033108425.1
PDT001873465.1,GCA_031176055.1
PDT002351953.1,GCA_041699475.1
PDT001972651.1,GCA_033417665.1
PDT001196543.1,GCA_021879995.1
PDT002331799.1,
PDT000897313.1,GCA_015645815.1
PDT002077067.1,GCA_036542805.1
PDT000065117.4,
PDT001229785.3,GCA_021774365.3
PDT001664206.3,GCA_029323455.3
PDT001601422.3,GCA_028451165.3
PDT002268140.1,
PDT001696603.3,GCA_031038895.2
PDT001187830.3,GCA_021897215.3
PDT002189594.1,GCA_040084135.1
PDT000893387.1,GCA_022041475.1
PDT001012215.3,GCA_021973715.3
PDT002023773.1,GCA_034295315.1
PDT001315724.3,GCA_023565105.3
PDT001786190.2,GCA_031018325.2
PDT001826046.3,GCA_033202435.2
PDT001491555.1,
PDT000868176.4,
PDT002265371.1,
PDT002264648.1,GCA_040871765.1
PDT000136718.1,GCA_001676825.1
PDT001151311.1,GCA_020479285.1
PDT000217733.2,GCA_002185135.2
PDT000216991.1,GCA_002174075.1
PDT000875796.1,
PDT000876285.1,GCA_022059775.1
PDT000276209.1,GCA_002854715.1
PDT000538048.1,GCA_022332885.1
PDT000877529.1,
PDT000435471.1,
PDT000435460.1,GCA_022263775.1
PDT000435462.1,
PDT000869582.1,GCA_022143085.1
PDT000875585.1,GCA_022072885.1
PDT000478185.1,GCA_004353165.1
PDT000537909.1,GCA_022332125.1
PDT000309552.1,GCA_003063185.1
PDT000371011.1,GCA_003432685.1
PDT000536712.1,
PDT000498975.1,GCA_005146185.1
PDT000411390.1,GCA_900607555.1
PDT000534844.1,
PDT001654494.1,GCA_029148735.1
PDT000592364.1,GCA_008630985.1
PDT000715138.1,GCA_022194425.1
PDT000634556.1,GCA_022211005.1
PDT000664459.1,GCA_009885025.1
PDT001411383.1,GCA_025113365.1
PDT001672323.1,GCA_029500795.1
PDT001672321.1,GCA_029500835.1
PDT001278082.1,GCA_022789995.1
PDT000877830.1,
PDT000716095.1,
PDT000881261.1,
PDT000852555.1,GCA_014834615.1
PDT001557158.1,GCA_027599945.1
PDT000830565.1,GCA_014489775.1
PDT001225200.1,GCA_021494045.1
PDT000874064.1,
PDT000822721.1,GCA_014288395.1
PDT001958695.1,GCA_033118945.1
PDT001006943.1,GCA_017942255.1
PDT000925064.1,GCA_022027455.1
PDT002159326.1,GCA_039574715.1
PDT002102047.1,GCA_037051445.1
PDT001101059.1,GCA_019434295.1
PDT001518896.1,GCA_026712425.1
PDT001774762.1,GCA_030250345.1
PDT001101043.1,GCA_019433685.1
PDT001139107.1,GCA_020169175.1
PDT001288165.1,GCA_023043095.1
PDT001222919.1,GCA_021440485.1
PDT001868420.1,GCA_030972825.1
PDT002084478.1,
PDT001366364.1,GCA_024431565.1
PDT001227057.1,GCA_021517975.1
PDT001251451.1,GCA_022320775.1
PDT000874660.1,
PDT000131581.1,GCA_900085625.1
PDT001243199.1,GCA_022105795.1
PDT001299790.1,GCA_023312715.1
PDT001317028.1,GCA_023591545.1
PDT001324125.1,GCA_023686805.1
PDT001261542.1,GCA_022502705.1
PDT001250665.1,GCA_022303815.1
PDT001250570.1,GCA_022304915.1
PDT001250714.1,GCA_022307635.1
PDT001261227.1,GCA_022500185.1
PDT002029821.1,GCA_034361065.1
PDT002098632.1,GCA_036991845.1
PDT002371020.1,GCA_041860995.1
PDT001347427.1,GCA_023980665.1
PDT001347434.1,GCA_023980545.1
PDT002279505.1,GCA_040982555.1
PDT001557953.1,GCA_027892555.1
PDT001413185.1,GCA_025118455.1
PDT001951472.1,GCA_032991765.1
PDT002036592.1,GCA_034486965.1
PDT001868563.1,GCA_030973245.1
PDT001227326.1,GCA_021806815.1
PDT001655810.1,GCA_029078145.1
PDT001570537.1,GCA_027904235.1
PDT002058695.1,GCA_035829395.1
PDT001727357.1,GCA_029956125.1
PDT002094541.1,GCA_036909115.1
PDT001923201.1,GCA_032637665.1
PDT002335200.1,GCA_041425395.1
PDT001844571.1,GCA_030677355.1
PDT002098804.1,GCA_036995285.1
PDT002379365.1,GCA_041902085.1
PDT002236319.1,GCA_040426985.1
PDT002115665.1,GCA_037204285.1
PDT002291201.1,GCA_041034945.1
PDT001927090.1,GCA_032720075.1
PDT002094455.1,GCA_036889965.1
PDT002041678.1,GCA_034720275.1
PDT002042265.1,GCA_034737175.1
PDT002019351.1,
PDT002036589.1,GCA_034486905.1
PDT002341342.1,GCA_041508515.1
PDT000370517.1,GCA_900506645.1
PDT002102110.1,GCA_037053625.1
PDT001128429.2,GCA_019928045.1
PDT002134161.1,
PDT002230708.1,GCA_040292725.1
PDT001902881.1,GCA_032154315.1
PDT001903209.1,GCA_032132815.1
PDT002383462.1,GCA_041926755.1
PDT001091901.1,
PDT002369412.1,GCA_041844285.1
PDT002160500.1,GCA_039606965.1
PDT002160744.1,GCA_039612095.1
PDT002160485.1,GCA_039606605.1
PDT002160653.1,GCA_039610255.1
PDT002208161.1,GCA_040190375.1
PDT002245722.1,
PDT002265768.1,
PDT002334960.1,GCA_041420035.1
PDT001008076.1,GCA_021981935.1
PDT001008583.1,GCA_021981055.1
PDT000131473.1,GCA_900086145.1
PDT002376762.1,
PDT000720487.1,GCA_012056395.1
PDT001370190.1,GCA_024450495.1
PDT001467761.1,GCA_025881465.1
PDT001373089.1,GCA_024491215.1
PDT000369246.1,GCA_900510775.1
PDT000369573.1,GCA_900514035.1
PDT000438034.1,
PDT000438114.1,
PDT000672234.1,
PDT000425269.1,
PDT000425378.1,
PDT000423771.1,GCA_022293755.1
PDT000423704.1,
PDT000198897.1,GCA_900174255.1
PDT000447330.1,
PDT000541865.1,
PDT000577591.1,
PDT000761720.1,
PDT000662708.1,GCA_902704315.1
PDT000663174.1,GCA_902155985.1
PDT000438527.1,
PDT000438550.1,
PDT001092316.1,GCA_021918545.1
PDT001092045.1,
PDT002347515.1,
PDT001958063.1,GCA_033122905.1
PDT000822472.1,
PDT000614264.1,
PDT001203989.1,
PDT000708322.1,
PDT000685483.1,GCA_022202345.1
PDT000614885.1,
PDT000745469.1,
PDT000882630.1,
PDT000873213.1,
PDT001494777.1,GCA_026326675.1
PDT001192476.1,
PDT001194442.1,
PDT000749213.1,
PDT000489675.1,GCA_900774355.1
PDT000636112.1,GCA_022209725.1
PDT002102189.1,GCA_963900525.1
PDT000675201.1,
PDT000591605.1,
PDT000715675.1,GCA_022188085.1
PDT000715797.1,GCA_022187385.1
PDT001548867.1,
PDT001387456.1,
PDT001094739.1,GCA_021912085.1
PDT001266738.1,
PDT000137746.2,
PDT001269510.1,
PDT001369541.1,
PDT000586420.1,GCA_008374625.1
PDT002383482.1,GCA_041926955.1
PDT001011300.1,GCA_021978415.1
PDT001161736.1,GCA_020576815.1
PDT001375240.1,GCA_024514125.1
PDT001196532.1,GCA_021880235.1
PDT001265796.1,
PDT002381612.1,GCA_041903255.1
PDT001905032.1,GCA_032071305.1
PDT000441148.1,GCA_022244565.1
PDT001208137.1,GCA_021865075.1
PDT001371867.1,
PDT001306222.1,GCA_023345545.1
PDT001469183.1,GCA_025889575.1
PDT001467921.1,GCA_025878945.1
PDT001493185.1,GCA_026355355.1
PDT002032723.1,GCA_034431575.1
PDT001861559.1,GCA_956477775.1
PDT001954066.1,GCA_033093685.1
PDT001013531.1,GCA_021971915.1
PDT001861716.1,GCA_956476775.1
PDT000545940.1,GCA_007097025.1
PDT002305052.1,
PDT001830788.2,GCA_031013665.2
PDT000898107.3,GCA_022036035.3
PDT002249116.1,GCA_040710105.1
PDT002117080.1,GCA_037387765.1
PDT002234485.1,GCA_040425595.1
PDT001379551.6,
PDT002325559.1,GCA_041343135.1
PDT002364343.1,GCA_041766925.1
PDT002386211.1,
PDT002073249.1,GCA_036429325.1
PDT001826037.4,GCA_031014465.2
PDT001844771.2,GCA_031010105.2
PDT002107500.1,GCA_037103875.1
PDT000217997.4,
PDT001366399.1,GCA_024431105.1
PDT001013406.1,GCA_021972575.1
PDT000136198.2,
PDT001682661.1,GCA_029620235.1
PDT000218073.4,
PDT000155026.2,
PDT000432613.1,
PDT000875836.1,GCA_022067565.1
PDT000876237.1,GCA_022060645.1
PDT000204806.1,GCA_002104175.1
PDT000615610.1,
PDT000615635.1,
PDT000084309.3,GCA_022316565.1
PDT000903659.1,GCA_015720715.1
PDT002017083.1,GCA_034156205.1
PDT000614321.1,
PDT000591533.1,
PDT000536710.1,
PDT000920753.1,GCA_016138375.1
PDT001468653.1,GCA_025882995.1
PDT001378198.1,GCA_024516665.1
PDT000589886.1,
PDT000495910.1,GCA_004830605.1
PDT001672817.1,GCA_029493465.1
PDT000651122.1,
PDT000651040.1,GCA_022207665.1
PDT000715349.1,GCA_022190905.1
PDT000631367.1,GCA_022211405.1
PDT001222196.1,GCA_022095125.1
PDT000435226.1,GCA_022266015.1
PDT001411030.1,GCA_025108965.1
PDT000880893.1,GCA_022054945.1
PDT000665244.1,GCA_009887405.1
PDT000877465.1,
PDT000881231.1,
PDT000730569.1,GCA_012966865.1
PDT000896249.1,GCA_015643895.1
PDT001065620.1,GCA_018790695.1
PDT001961018.1,GCA_033105005.1
PDT000858294.1,GCA_022152505.1
PDT001033315.1,GCA_021944975.1
PDT001020018.1,
PDT001020245.1,
PDT000884758.1,GCA_015278295.1
PDT000913026.1,GCA_015992385.1
PDT001378246.1,GCA_024517615.1
PDT000978079.1,GCA_022009435.1
PDT001816721.1,GCA_030444155.1
PDT002227133.1,GCA_040268955.1
PDT002230628.1,GCA_040291405.1
PDT001783494.1,GCA_030291455.1
PDT001216906.1,GCA_021826365.1
PDT000785507.1,GCA_022173545.1
PDT001288379.1,GCA_023039495.1
PDT001201736.1,GCA_021137255.1
PDT001411432.1,GCA_025100945.1
PDT001308036.1,GCA_023453315.1
PDT001289495.1,GCA_023053695.1
PDT001289183.1,GCA_023033755.1
PDT001128425.2,GCA_019927965.1
PDT001226985.1,GCA_021515635.1
PDT001227664.1,GCA_021787075.1
PDT001244553.1,GCA_022109975.1
PDT001244052.1,GCA_022104215.1
PDT000887373.1,
PDT001289712.1,GCA_023081085.1
PDT001299798.2,GCA_023312575.2
PDT001296774.2,GCA_023207895.2
PDT001416176.1,GCA_025146845.1
PDT001490534.1,GCA_026236105.1
PDT001261319.1,GCA_022498065.1
PDT001282662.2,GCA_022855945.1
PDT001366464.1,GCA_024429375.1
PDT001482521.3,GCA_026109715.3
PDT002031657.1,GCA_034394195.1
PDT001359380.1,GCA_024239695.1
PDT001347491.1,GCA_023979845.1
PDT001347503.1,GCA_023982335.1
PDT002058727.1,GCA_035831055.1
PDT000821546.3,GCA_031041175.2
PDT001716565.1,GCA_029916525.1
PDT001557987.1,GCA_027828325.1
PDT001593262.1,
PDT002097590.1,
PDT001641533.1,GCA_028825835.1
PDT002009131.1,GCA_034026555.1
PDT001538624.1,GCA_027087405.1
PDT001773005.1,GCA_030237245.1
PDT001716358.1,GCA_029911915.1
PDT001268584.1,
PDT002290782.1,
PDT000270534.1,GCA_002811535.1
PDT001865986.1,GCA_030912385.1
PDT001866020.1,GCA_030913065.1
PDT001982201.1,GCA_033547715.1
PDT002291986.1,GCA_041037405.1
PDT000663003.1,GCA_902508915.1
PDT002292104.1,GCA_041039755.1
PDT001921786.1,GCA_032462145.1
PDT001995338.1,GCA_033863175.1
PDT002042294.1,GCA_034737755.1
PDT002042309.1,GCA_034738055.1
PDT002191060.1,
PDT002102113.1,GCA_037053685.1
PDT002097470.1,
PDT002127245.1,GCA_037629895.1
PDT002134091.1,
PDT002381593.1,GCA_041903065.1
PDT002178279.1,GCA_039843215.1
PDT002169769.1,GCA_039676405.1
PDT002160556.1,GCA_039608315.1
PDT002255704.1,
PDT002255756.1,
PDT001112714.1,GCA_019661105.1
PDT000668785.1,GCA_022205205.1
PDT000441090.1,GCA_022245385.1
PDT000874154.1,
PDT001214164.1,GCA_021849565.1
PDT001823060.1,GCA_030506685.1
PDT000370676.1,GCA_900507285.1
PDT001003074.1,GCA_021987715.1
PDT000425367.1,
PDT000423547.1,GCA_022297555.1
PDT000423695.1,GCA_022294935.1
PDT000198716.1,GCA_900174135.1
PDT000198831.1,GCA_900173035.1
PDT000536004.1,
PDT000662754.1,GCA_902704775.1
PDT000537620.1,GCA_022321645.1
PDT002383456.1,GCA_041926695.1
PDT002366236.1,GCA_041753675.1
PDT002373699.1,GCA_041861585.1
PDT001204012.1,
PDT000674669.1,GCA_022203385.1
PDT001209123.1,GCA_021858625.1
PDT000614816.1,
PDT000674627.1,GCA_022204045.1
PDT000614710.1,
PDT000674723.1,GCA_022202825.1
PDT000706674.1,GCA_022200805.1
PDT000614194.1,
PDT000685569.1,GCA_022201985.1
PDT000614051.1,
PDT000650149.1,
PDT000749387.1,
PDT000394414.1,GCA_900518965.1
PDT000633595.1,
PDT001610805.1,
PDT000595178.1,GCA_900559575.1
PDT001193078.1,
PDT000885063.1,
PDT001193578.1,
PDT001193025.1,
PDT001194183.1,
PDT000887805.1,
PDT001558744.1,
PDT000276200.1,GCA_002854515.1
PDT001185281.2,GCA_905337965.2
PDT000370542.1,GCA_900506925.1
PDT000944325.1,
PDT000650386.1,
PDT000370306.1,GCA_900505955.1
PDT001216841.1,
PDT001586562.1,
PDT001587565.1,
PDT001475642.1,
PDT001012868.1,GCA_021973355.1
PDT001289575.1,GCA_023026255.1
PDT001266556.1,
PDT001265498.1,
PDT001267553.1,
PDT000618073.1,
PDT001905013.1,GCA_032072585.1
PDT001954487.1,
PDT001903298.1,GCA_032130315.1
PDT001442034.1,
PDT002278560.1,
PDT001558691.1,
PDT001558958.1,
PDT001373214.1,GCA_024493575.1
PDT001469181.1,GCA_025889615.1
PDT001955798.1,
PDT002032660.1,GCA_034436675.1
PDT001820636.1,
PDT001865777.1,GCA_959611845.1
PDT001911198.1,
PDT002313594.1,
PDT001873452.1,GCA_031176355.1
PDT001968059.1,GCA_033346355.1
PDT000136608.2,GCA_022311195.1
PDT000193211.2,GCA_022304355.1
PDT000881017.1,
PDT000070529.1,GCA_001061755.1
PDT001927699.1,GCA_032596955.1
PDT002341300.1,GCA_041509185.1
PDT001726254.3,GCA_031037235.2
PDT002136015.1,
PDT000622411.3,
PDT002117136.1,GCA_037387165.1
PDT001726525.1,GCA_031047655.1
PDT002364365.1,GCA_041766405.1
PDT002278358.1,
PDT000893779.3,GCA_022038395.3
PDT001148880.3,GCA_021904075.3
PDT000141685.4,
PDT000152014.2,GCA_022308975.1
PDT001151308.1,GCA_020479195.1
PDT000217800.1,GCA_002186635.1
PDT000234622.2,GCA_002258005.2
PDT000874987.1,GCA_022083195.1
PDT000874879.1,GCA_022085155.1
PDT000875902.1,GCA_022066445.1
PDT000875855.1,GCA_022067245.1
PDT000749029.1,GCA_013170595.1
PDT000438539.1,
PDT000615641.1,
PDT000615704.1,
PDT000433769.1,GCA_022270375.1
PDT000434515.1,GCA_022269855.1
PDT000636122.1,GCA_022209565.1
PDT000941737.1,GCA_016752335.1
PDT000920702.1,GCA_016137395.1
PDT001879528.1,GCA_031327785.1
PDT001087352.1,
PDT001307928.1,GCA_023366595.1
PDT001468473.1,
PDT000663077.1,GCA_009821935.1
PDT001221687.1,GCA_021415065.1
PDT000591631.1,
PDT000591651.1,
PDT000591452.1,
PDT000651185.1,GCA_022207545.1
PDT000715352.1,GCA_022190825.1
PDT000630103.1,GCA_022212225.1
PDT000877530.1,
PDT000715925.1,
PDT000881282.1,
PDT000730293.1,GCA_012952365.1
PDT001288102.1,GCA_023465895.1
PDT000871225.1,
PDT000879589.1,GCA_022055185.1
PDT001019717.1,GCA_021967555.1
PDT001020462.1,GCA_021952725.1
PDT000884738.1,GCA_015265885.1
PDT000879155.1,GCA_904865825.1
PDT001046621.1,GCA_018443045.1
PDT001216756.1,
PDT002340791.1,GCA_041447805.1
PDT001201756.1,GCA_021137915.1
PDT001512472.1,GCA_026615435.1
PDT000435274.1,GCA_022265815.1
PDT001307970.1,GCA_023455275.1
PDT001259501.1,
PDT001381310.1,GCA_024582515.1
PDT001289554.1,GCA_023026685.1
PDT001366356.1,GCA_024431675.1
PDT001223027.1,GCA_021457335.1
PDT001370421.1,GCA_024474325.1
PDT001227341.1,GCA_021803375.1
PDT000370210.1,GCA_900504805.1
PDT001243662.1,GCA_022159145.1
PDT001244128.1,GCA_022110195.1
